"Step","deft-plasma-3 - Training Rec. Loss","deft-plasma-3 - Training Rec. Loss__MIN","deft-plasma-3 - Training Rec. Loss__MAX","deft-plasma-3 - Validation Rec. Loss","deft-plasma-3 - Validation Rec. Loss__MIN","deft-plasma-3 - Validation Rec. Loss__MAX"
"30","0.050252383791472274","0.050252383791472274","0.050252383791472274","0.04737623560383067","0.04737623560383067","0.04737623560383067"
"31","0.04850989463186538","0.04850989463186538","0.04850989463186538","0.04593977807600657","0.04593977807600657","0.04593977807600657"
"32","0.0473390043637041","0.0473390043637041","0.0473390043637041","0.05260710791654377","0.05260710791654377","0.05260710791654377"
"33","0.04321906966829285","0.04321906966829285","0.04321906966829285","0.04047534065070029","0.04047534065070029","0.04047534065070029"
"34","0.04090690406179126","0.04090690406179126","0.04090690406179126","0.03715132142131728","0.03715132142131728","0.03715132142131728"
"35","0.035081167037299424","0.035081167037299424","0.035081167037299424","0.03480010425464266","0.03480010425464266","0.03480010425464266"
"36","0.03236817368700335","0.03236817368700335","0.03236817368700335","0.03573973134061109","0.03573973134061109","0.03573973134061109"
"37","0.029758141086426722","0.029758141086426722","0.029758141086426722","0.031116479067928065","0.031116479067928065","0.031116479067928065"
"38","0.033178301612595405","0.033178301612595405","0.033178301612595405","0.025978990308936783","0.025978990308936783","0.025978990308936783"
"39","0.028214676794280125","0.028214676794280125","0.028214676794280125","0.023236468196532294","0.023236468196532294","0.023236468196532294"
"40","0.026110635546585097","0.026110635546585097","0.026110635546585097","0.031567324990957026","0.031567324990957026","0.031567324990957026"
"41","0.027249077184001144","0.027249077184001144","0.027249077184001144","0.024488497020730207","0.024488497020730207","0.024488497020730207"
"42","0.027560085022519748","0.027560085022519748","0.027560085022519748","0.027996637224552878","0.027996637224552878","0.027996637224552878"
"43","0.02538259934960361","0.02538259934960361","0.02538259934960361","0.03024740484895799","0.03024740484895799","0.03024740484895799"
"44","0.02396039919925062","0.02396039919925062","0.02396039919925062","0.026941285722027503","0.026941285722027503","0.026941285722027503"
"45","0.02219268907297878","0.02219268907297878","0.02219268907297878","0.017605775651651428","0.017605775651651428","0.017605775651651428"
"46","0.02218008377089823","0.02218008377089823","0.02218008377089823","0.021268781286095006","0.021268781286095006","0.021268781286095006"
"47","0.02209137702564295","0.02209137702564295","0.02209137702564295","0.02104842878205086","0.02104842878205086","0.02104842878205086"
"48","0.01986813092772707","0.01986813092772707","0.01986813092772707","0.020780508389550156","0.020780508389550156","0.020780508389550156"
"49","0.020993407445130764","0.020993407445130764","0.020993407445130764","0.02587943219051581","0.02587943219051581","0.02587943219051581"
"50","0.021365117541335233","0.021365117541335233","0.021365117541335233","0.020776081533371314","0.020776081533371314","0.020776081533371314"
"51","0.020336146139924294","0.020336146139924294","0.020336146139924294","0.018558509039116208","0.018558509039116208","0.018558509039116208"
"52","0.020786036577035826","0.020786036577035826","0.020786036577035826","0.023335795975087663","0.023335795975087663","0.023335795975087663"
"53","0.022281050550383357","0.022281050550383357","0.022281050550383357","0.019065949783041266","0.019065949783041266","0.019065949783041266"
"54","0.020558455907945725","0.020558455907945725","0.020558455907945725","0.023643980110240957","0.023643980110240957","0.023643980110240957"
"55","0.01978228109514272","0.01978228109514272","0.01978228109514272","0.018405191530171266","0.018405191530171266","0.018405191530171266"
"56","0.01893620150918746","0.01893620150918746","0.01893620150918746","0.017849596844715043","0.017849596844715043","0.017849596844715043"
"57","0.019118802034702915","0.019118802034702915","0.019118802034702915","0.01883980092123877","0.01883980092123877","0.01883980092123877"
"58","0.01723675011980621","0.01723675011980621","0.01723675011980621","0.020138912096225974","0.020138912096225974","0.020138912096225974"
"59","0.019806824072938146","0.019806824072938146","0.019806824072938146","0.019752358340860143","0.019752358340860143","0.019752358340860143"
"60","0.020941271826567923","0.020941271826567923","0.020941271826567923","0.021677364901303876","0.021677364901303876","0.021677364901303876"
"61","0.019458657028297868","0.019458657028297868","0.019458657028297868","0.016754719852543638","0.016754719852543638","0.016754719852543638"
"62","0.018817053332450758","0.018817053332450758","0.018817053332450758","0.02067176539109081","0.02067176539109081","0.02067176539109081"
"63","0.019484374691406882","0.019484374691406882","0.019484374691406882","0.025540475728897415","0.025540475728897415","0.025540475728897415"
"64","0.01970685947161746","0.01970685947161746","0.01970685947161746","0.018261770094952647","0.018261770094952647","0.018261770094952647"
"65","0.018302908667150238","0.018302908667150238","0.018302908667150238","0.017230011588868426","0.017230011588868426","0.017230011588868426"
"66","0.018018892944993363","0.018018892944993363","0.018018892944993363","0.0194558365123248","0.0194558365123248","0.0194558365123248"
"67","0.01876699418819931","0.01876699418819931","0.01876699418819931","0.016546602022269954","0.016546602022269954","0.016546602022269954"
"68","0.020294385872942324","0.020294385872942324","0.020294385872942324","0.02358510051876122","0.02358510051876122","0.02358510051876122"
"69","0.019484977846379516","0.019484977846379516","0.019484977846379516","0.014730658092126661","0.014730658092126661","0.014730658092126661"
"70","0.018689271760790726","0.018689271760790726","0.018689271760790726","0.0173249621458882","0.0173249621458882","0.0173249621458882"
"71","0.016838470166124282","0.016838470166124282","0.016838470166124282","0.020220046556822763","0.020220046556822763","0.020220046556822763"
"72","0.017759976073360127","0.017759976073360127","0.017759976073360127","0.01861840839106219","0.01861840839106219","0.01861840839106219"
"73","0.01801201078498389","0.01801201078498389","0.01801201078498389","0.016168882185262447","0.016168882185262447","0.016168882185262447"
"74","0.015388484186880373","0.015388484186880373","0.015388484186880373","0.01467066922012846","0.01467066922012846","0.01467066922012846"
"75","0.015437843229004504","0.015437843229004504","0.015437843229004504","0.015468056443843949","0.015468056443843949","0.015468056443843949"
"76","0.016216551180418155","0.016216551180418155","0.016216551180418155","0.019400634179858666","0.019400634179858666","0.019400634179858666"
"77","0.017983024751380798","0.017983024751380798","0.017983024751380798","0.01742636900672178","0.01742636900672178","0.01742636900672178"
"78","0.016647672329918924","0.016647672329918924","0.016647672329918924","0.015321931976404588","0.015321931976404588","0.015321931976404588"
"79","0.018622504911544824","0.018622504911544824","0.018622504911544824","0.018073904954031685","0.018073904954031685","0.018073904954031685"
"80","0.016401290287360943","0.016401290287360943","0.016401290287360943","0.016061858879012958","0.016061858879012958","0.016061858879012958"
"81","0.017746467002060402","0.017746467002060402","0.017746467002060402","0.02155405737133942","0.02155405737133942","0.02155405737133942"
"82","0.016907472812338016","0.016907472812338016","0.016907472812338016","0.018205205479455363","0.018205205479455363","0.018205205479455363"
"83","0.016622756235022327","0.016622756235022327","0.016622756235022327","0.01425866731836739","0.01425866731836739","0.01425866731836739"
"84","0.017247137756139962","0.017247137756139962","0.017247137756139962","0.020146320011636538","0.020146320011636538","0.020146320011636538"
"85","0.017547398191829613","0.017547398191829613","0.017547398191829613","0.021896223401423935","0.021896223401423935","0.021896223401423935"
"86","0.01626123513562438","0.01626123513562438","0.01626123513562438","0.01587084152589052","0.01587084152589052","0.01587084152589052"
"87","0.015918866267286842","0.015918866267286842","0.015918866267286842","0.019224257368272418","0.019224257368272418","0.019224257368272418"
"88","0.01706119922462178","0.01706119922462178","0.01706119922462178","0.01669490676367633","0.01669490676367633","0.01669490676367633"
"89","0.016827583114794698","0.016827583114794698","0.016827583114794698","0.01754746826261154","0.01754746826261154","0.01754746826261154"
"90","0.01706229844011085","0.01706229844011085","0.01706229844011085","0.018716962679208214","0.018716962679208214","0.018716962679208214"
"91","0.016310417123079828","0.016310417123079828","0.016310417123079828","0.01464246074746657","0.01464246074746657","0.01464246074746657"
"92","0.016688613894409603","0.016688613894409603","0.016688613894409603","0.01954299598148606","0.01954299598148606","0.01954299598148606"
"93","0.017364206450385552","0.017364206450385552","0.017364206450385552","0.014762735255833118","0.014762735255833118","0.014762735255833118"
"94","0.014685394679903563","0.014685394679903563","0.014685394679903563","0.015662698071924","0.015662698071924","0.015662698071924"
"95","0.015575956601456657","0.015575956601456657","0.015575956601456657","0.018389128924019928","0.018389128924019928","0.018389128924019928"
"96","0.018152476633048302","0.018152476633048302","0.018152476633048302","0.022764455001445544","0.022764455001445544","0.022764455001445544"
"97","0.016428230977066333","0.016428230977066333","0.016428230977066333","0.019639403812140327","0.019639403812140327","0.019639403812140327"
"98","0.017494864034305526","0.017494864034305526","0.017494864034305526","0.02021432849346601","0.02021432849346601","0.02021432849346601"
"99","0.01582785485622123","0.01582785485622123","0.01582785485622123","0.023146017334045754","0.023146017334045754","0.023146017334045754"
"100","0.010489318029239489","0.010489318029239489","0.010489318029239489","0.012088272610264296","0.012088272610264296","0.012088272610264296"
"101","0.009371749826271038","0.009371749826271038","0.009371749826271038","0.012692962453799913","0.012692962453799913","0.012692962453799913"
"102","0.009128028412691102","0.009128028412691102","0.009128028412691102","0.009009249707201234","0.009009249707201234","0.009009249707201234"
"103","0.008896620441199298","0.008896620441199298","0.008896620441199298","0.01164783676432256","0.01164783676432256","0.01164783676432256"
"104","0.00890824380689084","0.00890824380689084","0.00890824380689084","0.009865232472661859","0.009865232472661859","0.009865232472661859"
"105","0.008598872869489668","0.008598872869489668","0.008598872869489668","0.009288177346920666","0.009288177346920666","0.009288177346920666"
"106","0.009474192947344149","0.009474192947344149","0.009474192947344149","0.011747450419054672","0.011747450419054672","0.011747450419054672"
"107","0.008779783454386118","0.008779783454386118","0.008779783454386118","0.009120157173755639","0.009120157173755639","0.009120157173755639"
"108","0.008781332784922234","0.008781332784922234","0.008781332784922234","0.011918047384661356","0.011918047384661356","0.011918047384661356"
"109","0.008843964707361223","0.008843964707361223","0.008843964707361223","0.012712978840665537","0.012712978840665537","0.012712978840665537"
"110","0.009921526558455004","0.009921526558455004","0.009921526558455004","0.012907024763654426","0.012907024763654426","0.012907024763654426"
"111","0.009081403657563842","0.009081403657563842","0.009081403657563842","0.008745716486121494","0.008745716486121494","0.008745716486121494"
"112","0.00947933265406891","0.00947933265406891","0.00947933265406891","0.010344933947862735","0.010344933947862735","0.010344933947862735"
"113","0.00882202736433959","0.00882202736433959","0.00882202736433959","0.008389870697721027","0.008389870697721027","0.008389870697721027"
"114","0.008224893130929518","0.008224893130929518","0.008224893130929518","0.008961720327979797","0.008961720327979797","0.008961720327979797"
"115","0.008427901052152551","0.008427901052152551","0.008427901052152551","0.010857811060373678","0.010857811060373678","0.010857811060373678"
"116","0.009312200481963078","0.009312200481963078","0.009312200481963078","0.00843913105581295","0.00843913105581295","0.00843913105581295"
"117","0.008426901359630402","0.008426901359630402","0.008426901359630402","0.008412532870421837","0.008412532870421837","0.008412532870421837"
"118","0.00943983230523176","0.00943983230523176","0.00943983230523176","0.013168147071130077","0.013168147071130077","0.013168147071130077"
"119","0.009016450970268349","0.009016450970268349","0.009016450970268349","0.008601231191251136","0.008601231191251136","0.008601231191251136"
"120","0.008742863636889165","0.008742863636889165","0.008742863636889165","0.01050971214512519","0.01050971214512519","0.01050971214512519"
"121","0.008576721950645943","0.008576721950645943","0.008576721950645943","0.010365822870484365","0.010365822870484365","0.010365822870484365"
"122","0.00845094591185358","0.00845094591185358","0.00845094591185358","0.010755491928333145","0.010755491928333145","0.010755491928333145"
"123","0.009227255277705508","0.009227255277705508","0.009227255277705508","0.0102287286353431","0.0102287286353431","0.0102287286353431"
"124","0.00955673224065444","0.00955673224065444","0.00955673224065444","0.009476310504330154","0.009476310504330154","0.009476310504330154"
"125","0.008279002252055084","0.008279002252055084","0.008279002252055084","0.009894695897491233","0.009894695897491233","0.009894695897491233"
"126","0.008268595184881244","0.008268595184881244","0.008268595184881244","0.008876289138956318","0.008876289138956318","0.008876289138956318"
"127","0.009365161596305953","0.009365161596305953","0.009365161596305953","0.010534674960505242","0.010534674960505242","0.010534674960505242"
"128","0.008943667950303932","0.008943667950303932","0.008943667950303932","0.0094024026252426","0.0094024026252426","0.0094024026252426"
"129","0.00823015637797109","0.00823015637797109","0.00823015637797109","0.010267455631008034","0.010267455631008034","0.010267455631008034"
"130","0.008682902566853345","0.008682902566853345","0.008682902566853345","0.01157387011133031","0.01157387011133031","0.01157387011133031"
"131","0.008904658093511117","0.008904658093511117","0.008904658093511117","0.010284747970007684","0.010284747970007684","0.010284747970007684"
"132","0.00816331730272719","0.00816331730272719","0.00816331730272719","0.010276940804689647","0.010276940804689647","0.010276940804689647"
"133","0.009635626142817726","0.009635626142817726","0.009635626142817726","0.009220686672492437","0.009220686672492437","0.009220686672492437"
"134","0.007856693585034397","0.007856693585034397","0.007856693585034397","0.008842104695241286","0.008842104695241286","0.008842104695241286"
"135","0.009122234053608133","0.009122234053608133","0.009122234053608133","0.013354203795855977","0.013354203795855977","0.013354203795855977"
"136","0.008857570827427753","0.008857570827427753","0.008857570827427753","0.007037037728277518","0.007037037728277518","0.007037037728277518"
"137","0.007953377868792636","0.007953377868792636","0.007953377868792636","0.008807245945448012","0.008807245945448012","0.008807245945448012"
"138","0.009211031041816566","0.009211031041816566","0.009211031041816566","0.009334903831382219","0.009334903831382219","0.009334903831382219"
"139","0.008109238289257505","0.008109238289257505","0.008109238289257505","0.008949604401893256","0.008949604401893256","0.008949604401893256"
"140","0.008267610052719945","0.008267610052719945","0.008267610052719945","0.0069356563610890164","0.0069356563610890164","0.0069356563610890164"
"141","0.008393622981684995","0.008393622981684995","0.008393622981684995","0.012986541153118737","0.012986541153118737","0.012986541153118737"
"142","0.008775655675840694","0.008775655675840694","0.008775655675840694","0.008740889075437968","0.008740889075437968","0.008740889075437968"
"143","0.008420299466008169","0.008420299466008169","0.008420299466008169","0.012421780632807172","0.012421780632807172","0.012421780632807172"
"144","0.008311861566739576","0.008311861566739576","0.008311861566739576","0.007684622861696483","0.007684622861696483","0.007684622861696483"
"145","0.008745421955756012","0.008745421955756012","0.008745421955756012","0.0124249528466602","0.0124249528466602","0.0124249528466602"
"146","0.00873027102198011","0.00873027102198011","0.00873027102198011","0.00865457800814199","0.00865457800814199","0.00865457800814199"
"147","0.008214023423092413","0.008214023423092413","0.008214023423092413","0.010502173457197145","0.010502173457197145","0.010502173457197145"
"148","0.007720022556920892","0.007720022556920892","0.007720022556920892","0.008991742075867379","0.008991742075867379","0.008991742075867379"
"149","0.007907417334592945","0.007907417334592945","0.007907417334592945","0.008942282521239454","0.008942282521239454","0.008942282521239454"
"150","0.008121582532778301","0.008121582532778301","0.008121582532778301","0.008905195873223356","0.008905195873223356","0.008905195873223356"
"151","0.008643937046409502","0.008643937046409502","0.008643937046409502","0.007545392688662076","0.007545392688662076","0.007545392688662076"
"152","0.00840485325322117","0.00840485325322117","0.00840485325322117","0.009928160507362045","0.009928160507362045","0.009928160507362045"
"153","0.008404420926824335","0.008404420926824335","0.008404420926824335","0.009024873561607409","0.009024873561607409","0.009024873561607409"
"154","0.008258320372488456","0.008258320372488456","0.008258320372488456","0.007724765652805473","0.007724765652805473","0.007724765652805473"
"155","0.007820975026227901","0.007820975026227901","0.007820975026227901","0.01276990712111407","0.01276990712111407","0.01276990712111407"
"156","0.00856216994869012","0.00856216994869012","0.00856216994869012","0.009198361521429686","0.009198361521429686","0.009198361521429686"
"157","0.007805381878250199","0.007805381878250199","0.007805381878250199","0.007775185169791504","0.007775185169791504","0.007775185169791504"
"158","0.008364670436116906","0.008364670436116906","0.008364670436116906","0.010078517262719907","0.010078517262719907","0.010078517262719907"
"159","0.007878879490295922","0.007878879490295922","0.007878879490295922","0.008896754917852323","0.008896754917852323","0.008896754917852323"
"160","0.008824885426689145","0.008824885426689145","0.008824885426689145","0.008314909485400424","0.008314909485400424","0.008314909485400424"
"161","0.00947574321833203","0.00947574321833203","0.00947574321833203","0.008550021562582366","0.008550021562582366","0.008550021562582366"
"162","0.008531345959935866","0.008531345959935866","0.008531345959935866","0.007188414893075522","0.007188414893075522","0.007188414893075522"
"163","0.007951512697090405","0.007951512697090405","0.007951512697090405","0.00815404778989488","0.00815404778989488","0.00815404778989488"
"164","0.00788527747424724","0.00788527747424724","0.00788527747424724","0.008444461411861283","0.008444461411861283","0.008444461411861283"
"165","0.008743336293917237","0.008743336293917237","0.008743336293917237","0.011262092319779277","0.011262092319779277","0.011262092319779277"
"166","0.0078114432888725304","0.0078114432888725304","0.0078114432888725304","0.007779564892131416","0.007779564892131416","0.007779564892131416"
"167","0.007837175914830276","0.007837175914830276","0.007837175914830276","0.006694845806559839","0.006694845806559839","0.006694845806559839"
"168","0.007726287685718578","0.007726287685718578","0.007726287685718578","0.009148894503885473","0.009148894503885473","0.009148894503885473"
"169","0.008716280110289678","0.008716280110289678","0.008716280110289678","0.008270815401701836","0.008270815401701836","0.008270815401701836"
"170","0.008040371599898155","0.008040371599898155","0.008040371599898155","0.010389322179202362","0.010389322179202362","0.010389322179202362"
"171","0.008441401400663627","0.008441401400663627","0.008441401400663627","0.007839355598108586","0.007839355598108586","0.007839355598108586"
"172","0.008086904249998564","0.008086904249998564","0.008086904249998564","0.007956225756272521","0.007956225756272521","0.007956225756272521"
"173","0.007944344112033095","0.007944344112033095","0.007944344112033095","0.007205869022537506","0.007205869022537506","0.007205869022537506"
"174","0.007397745439529209","0.007397745439529209","0.007397745439529209","0.006769325959276233","0.006769325959276233","0.006769325959276233"
"175","0.008228443552723395","0.008228443552723395","0.008228443552723395","0.00906124788203476","0.00906124788203476","0.00906124788203476"
"176","0.008164577695195113","0.008164577695195113","0.008164577695195113","0.011134925086688173","0.011134925086688173","0.011134925086688173"
"177","0.008517376960990052","0.008517376960990052","0.008517376960990052","0.007585846907569196","0.007585846907569196","0.007585846907569196"
"178","0.008206335753385474","0.008206335753385474","0.008206335753385474","0.009247092945356132","0.009247092945356132","0.009247092945356132"
"179","0.008274825414075742","0.008274825414075742","0.008274825414075742","0.008520559014353644","0.008520559014353644","0.008520559014353644"
"180","0.008844872079050064","0.008844872079050064","0.008844872079050064","0.010594186196520403","0.010594186196520403","0.010594186196520403"
"181","0.008597795341450186","0.008597795341450186","0.008597795341450186","0.00857365989542732","0.00857365989542732","0.00857365989542732"
"182","0.007829613666432715","0.007829613666432715","0.007829613666432715","0.006498304514183951","0.006498304514183951","0.006498304514183951"
"183","0.007119656855125441","0.007119656855125441","0.007119656855125441","0.00836334240157223","0.00836334240157223","0.00836334240157223"
"184","0.007530251017092713","0.007530251017092713","0.007530251017092713","0.008393995238389207","0.008393995238389207","0.008393995238389207"
"185","0.008152010896448078","0.008152010896448078","0.008152010896448078","0.009036852700738065","0.009036852700738065","0.009036852700738065"
"186","0.00788403187255392","0.00788403187255392","0.00788403187255392","0.009533465002198238","0.009533465002198238","0.009533465002198238"
"187","0.008716909560108206","0.008716909560108206","0.008716909560108206","0.008696794426186911","0.008696794426186911","0.008696794426186911"
"188","0.007391640485240244","0.007391640485240244","0.007391640485240244","0.00730043465483758","0.00730043465483758","0.00730043465483758"
"189","0.007935373460790164","0.007935373460790164","0.007935373460790164","0.007246444915629483","0.007246444915629483","0.007246444915629483"
"190","0.007891293212594536","0.007891293212594536","0.007891293212594536","0.007849803591851792","0.007849803591851792","0.007849803591851792"
"191","0.007777511023429729","0.007777511023429729","0.007777511023429729","0.010526338486345219","0.010526338486345219","0.010526338486345219"
"192","0.008112921633867731","0.008112921633867731","0.008112921633867731","0.009179533916329906","0.009179533916329906","0.009179533916329906"
"193","0.007816070502740588","0.007816070502740588","0.007816070502740588","0.00811777986657971","0.00811777986657971","0.00811777986657971"
"194","0.00843789647238446","0.00843789647238446","0.00843789647238446","0.007004313472886333","0.007004313472886333","0.007004313472886333"
"195","0.007902670905047966","0.007902670905047966","0.007902670905047966","0.006973088072946644","0.006973088072946644","0.006973088072946644"
"196","0.0076374827092673585","0.0076374827092673585","0.0076374827092673585","0.008562504140679581","0.008562504140679581","0.008562504140679581"
"197","0.007238190524290602","0.007238190524290602","0.007238190524290602","0.007669399294744791","0.007669399294744791","0.007669399294744791"
"198","0.008493114480239537","0.008493114480239537","0.008493114480239537","0.011977458730728821","0.011977458730728821","0.011977458730728821"
"199","0.008158856282871467","0.008158856282871467","0.008158856282871467","0.007836071860127296","0.007836071860127296","0.007836071860127296"
"200","0.0054924208380332925","0.0054924208380332925","0.0054924208380332925","0.006197033788650426","0.006197033788650426","0.006197033788650426"
"201","0.005175097172573659","0.005175097172573659","0.005175097172573659","0.005994286728713505","0.005994286728713505","0.005994286728713505"
"202","0.0047413443456955865","0.0047413443456955865","0.0047413443456955865","0.004847297439874066","0.004847297439874066","0.004847297439874066"
"203","0.0046843408281977","0.0046843408281977","0.0046843408281977","0.004812802475986849","0.004812802475986849","0.004812802475986849"
"204","0.004694901246097046","0.004694901246097046","0.004694901246097046","0.004960146840824205","0.004960146840824205","0.004960146840824205"
"205","0.00476375862521425","0.00476375862521425","0.00476375862521425","0.005132756685215246","0.005132756685215246","0.005132756685215246"
"206","0.004716478318777678","0.004716478318777678","0.004716478318777678","0.004891153792003944","0.004891153792003944","0.004891153792003944"
"207","0.004715182018061508","0.004715182018061508","0.004715182018061508","0.005098996182121967","0.005098996182121967","0.005098996182121967"
"208","0.004929224796868599","0.004929224796868599","0.004929224796868599","0.006197418202634574","0.006197418202634574","0.006197418202634574"
"209","0.005213463326480212","0.005213463326480212","0.005213463326480212","0.004939977360368194","0.004939977360368194","0.004939977360368194"
"210","0.004740489921237947","0.004740489921237947","0.004740489921237947","0.005256811874412348","0.005256811874412348","0.005256811874412348"
"211","0.0046942329607808754","0.0046942329607808754","0.0046942329607808754","0.004951889382528","0.004951889382528","0.004951889382528"
"212","0.004843750588138739","0.004843750588138739","0.004843750588138739","0.005389092851484948","0.005389092851484948","0.005389092851484948"
"213","0.004693181330831683","0.004693181330831683","0.004693181330831683","0.005013293021937467","0.005013293021937467","0.005013293021937467"
"214","0.004995223812022132","0.004995223812022132","0.004995223812022132","0.006155851853274147","0.006155851853274147","0.006155851853274147"
"215","0.005176359094054376","0.005176359094054376","0.005176359094054376","0.005360616028694319","0.005360616028694319","0.005360616028694319"
"216","0.004899943459708867","0.004899943459708867","0.004899943459708867","0.006006488881550496","0.006006488881550496","0.006006488881550496"
"217","0.00515919945861342","0.00515919945861342","0.00515919945861342","0.005752298307973886","0.005752298307973886","0.005752298307973886"
"218","0.004693025641250441","0.004693025641250441","0.004693025641250441","0.005526860002596637","0.005526860002596637","0.005526860002596637"
"219","0.004738286750586112","0.004738286750586112","0.004738286750586112","0.005422263030433952","0.005422263030433952","0.005422263030433952"
"220","0.004842964596955496","0.004842964596955496","0.004842964596955496","0.005546692964733966","0.005546692964733966","0.005546692964733966"
"221","0.004794405892965429","0.004794405892965429","0.004794405892965429","0.005349049805160258","0.005349049805160258","0.005349049805160258"
"222","0.004698592440051553","0.004698592440051553","0.004698592440051553","0.004993128583032955","0.004993128583032955","0.004993128583032955"
"223","0.004698532243301168","0.004698532243301168","0.004698532243301168","0.0055371810425533","0.0055371810425533","0.0055371810425533"
"224","0.00465167971100784","0.00465167971100784","0.00465167971100784","0.0050686378576435655","0.0050686378576435655","0.0050686378576435655"
"225","0.004494721003868516","0.004494721003868516","0.004494721003868516","0.005067893100309832","0.005067893100309832","0.005067893100309832"
"226","0.005044024670271291","0.005044024670271291","0.005044024670271291","0.006609460591468908","0.006609460591468908","0.006609460591468908"
"227","0.005095262753631201","0.005095262753631201","0.005095262753631201","0.004479095459163407","0.004479095459163407","0.004479095459163407"
"228","0.004473185624044787","0.004473185624044787","0.004473185624044787","0.005320211452240641","0.005320211452240641","0.005320211452240641"
"229","0.004729353892783531","0.004729353892783531","0.004729353892783531","0.0058289755349178775","0.0058289755349178775","0.0058289755349178775"
"230","0.005414293586737353","0.005414293586737353","0.005414293586737353","0.006104828695843848","0.006104828695843848","0.006104828695843848"
"231","0.0046227697402605","0.0046227697402605","0.0046227697402605","0.005398836586137114","0.005398836586137114","0.005398836586137114"
"232","0.004598039853070883","0.004598039853070883","0.004598039853070883","0.005479843445830511","0.005479843445830511","0.005479843445830511"
"233","0.004434988588266789","0.004434988588266789","0.004434988588266789","0.005091218692776815","0.005091218692776815","0.005091218692776815"
"234","0.004661913993032025","0.004661913993032025","0.004661913993032025","0.005790045831712328","0.005790045831712328","0.005790045831712328"
"235","0.0048108465318198335","0.0048108465318198335","0.0048108465318198335","0.005553543038392957","0.005553543038392957","0.005553543038392957"
