"Step","graceful-water-8 - Train_loss","graceful-water-8 - Train_loss__MIN","graceful-water-8 - Train_loss__MAX","graceful-water-8 - Val_loss","graceful-water-8 - Val_loss__MIN","graceful-water-8 - Val_loss__MAX","kind-smoke-7 - Train_loss","kind-smoke-7 - Train_loss__MIN","kind-smoke-7 - Train_loss__MAX","kind-smoke-7 - Val_loss","kind-smoke-7 - Val_loss__MIN","kind-smoke-7 - Val_loss__MAX","deep-sound-6 - Train_loss","deep-sound-6 - Train_loss__MIN","deep-sound-6 - Train_loss__MAX","deep-sound-6 - Val_loss","deep-sound-6 - Val_loss__MIN","deep-sound-6 - Val_loss__MAX","lucky-plasma-3 - Train_loss","lucky-plasma-3 - Train_loss__MIN","lucky-plasma-3 - Train_loss__MAX","lucky-plasma-3 - Val_loss","lucky-plasma-3 - Val_loss__MIN","lucky-plasma-3 - Val_loss__MAX","vital-armadillo-2 - Train_loss","vital-armadillo-2 - Train_loss__MIN","vital-armadillo-2 - Train_loss__MAX","vital-armadillo-2 - Val_loss","vital-armadillo-2 - Val_loss__MIN","vital-armadillo-2 - Val_loss__MAX"
"10","0.9819649457931519","0.9819649457931519","0.9819649457931519","0.9781526327133179","0.9781526327133179","0.9781526327133179","0.43085378408432007","0.43085378408432007","0.43085378408432007","0.41928553581237793","0.41928553581237793","0.41928553581237793","0.23951572179794312","0.23951572179794312","0.23951572179794312","0.2406623214483261","0.2406623214483261","0.2406623214483261","0.17681966722011566","0.17681966722011566","0.17681966722011566","0.1812576800584793","0.1812576800584793","0.1812576800584793","0.15206196904182434","0.15206196904182434","0.15206196904182434","0.15582728385925293","0.15582728385925293","0.15582728385925293"
"11","0.9816690683364868","0.9816690683364868","0.9816690683364868","0.9778182506561279","0.9778182506561279","0.9778182506561279","0.4251708686351776","0.4251708686351776","0.4251708686351776","0.4106987714767456","0.4106987714767456","0.4106987714767456","0.2394367903470993","0.2394367903470993","0.2394367903470993","0.24689605832099915","0.24689605832099915","0.24689605832099915","0.17638181149959564","0.17638181149959564","0.17638181149959564","0.1800658255815506","0.1800658255815506","0.1800658255815506","0.1524716019630432","0.1524716019630432","0.1524716019630432","0.15480145812034607","0.15480145812034607","0.15480145812034607"
"12","0.9816475510597229","0.9816475510597229","0.9816475510597229","0.9776449799537659","0.9776449799537659","0.9776449799537659","0.4113815128803253","0.4113815128803253","0.4113815128803253","0.4069261848926544","0.4069261848926544","0.4069261848926544","0.23761942982673645","0.23761942982673645","0.23761942982673645","0.23732158541679382","0.23732158541679382","0.23732158541679382","0.17485246062278748","0.17485246062278748","0.17485246062278748","0.17334899306297302","0.17334899306297302","0.17334899306297302","0.15032730996608734","0.15032730996608734","0.15032730996608734","0.1532869040966034","0.1532869040966034","0.1532869040966034"
"13","0.9813655018806458","0.9813655018806458","0.9813655018806458","0.978337824344635","0.978337824344635","0.978337824344635","0.4182462990283966","0.4182462990283966","0.4182462990283966","0.39823395013809204","0.39823395013809204","0.39823395013809204","0.23319979012012482","0.23319979012012482","0.23319979012012482","0.23635819554328918","0.23635819554328918","0.23635819554328918","0.17389023303985596","0.17389023303985596","0.17389023303985596","0.1783418357372284","0.1783418357372284","0.1783418357372284","0.15120913088321686","0.15120913088321686","0.15120913088321686","0.15167321264743805","0.15167321264743805","0.15167321264743805"
"14","0.9818370938301086","0.9818370938301086","0.9818370938301086","0.9781360626220703","0.9781360626220703","0.9781360626220703","0.40555956959724426","0.40555956959724426","0.40555956959724426","0.397074431180954","0.397074431180954","0.397074431180954","0.2327103614807129","0.2327103614807129","0.2327103614807129","0.2318245768547058","0.2318245768547058","0.2318245768547058","0.1734502613544464","0.1734502613544464","0.1734502613544464","0.17513339221477509","0.17513339221477509","0.17513339221477509","0.1498987376689911","0.1498987376689911","0.1498987376689911","0.15075106918811798","0.15075106918811798","0.15075106918811798"
"15","0.9816713929176331","0.9816713929176331","0.9816713929176331","0.9785304665565491","0.9785304665565491","0.9785304665565491","0.39837414026260376","0.39837414026260376","0.39837414026260376","0.39661771059036255","0.39661771059036255","0.39661771059036255","0.23241591453552246","0.23241591453552246","0.23241591453552246","0.22857911884784698","0.22857911884784698","0.22857911884784698","0.17282824218273163","0.17282824218273163","0.17282824218273163","0.1721525639295578","0.1721525639295578","0.1721525639295578","0.1495153158903122","0.1495153158903122","0.1495153158903122","0.1520930975675583","0.1520930975675583","0.1520930975675583"
"16","0.9816327691078186","0.9816327691078186","0.9816327691078186","0.9780831336975098","0.9780831336975098","0.9780831336975098","0.3976953625679016","0.3976953625679016","0.3976953625679016","0.3859369158744812","0.3859369158744812","0.3859369158744812","0.23211261630058289","0.23211261630058289","0.23211261630058289","0.23403093218803406","0.23403093218803406","0.23403093218803406","0.17193792760372162","0.17193792760372162","0.17193792760372162","0.17894577980041504","0.17894577980041504","0.17894577980041504","0.15023763477802277","0.15023763477802277","0.15023763477802277","0.14966422319412231","0.14966422319412231","0.14966422319412231"
"17","0.9818987846374512","0.9818987846374512","0.9818987846374512","0.9783639311790466","0.9783639311790466","0.9783639311790466","0.3873397409915924","0.3873397409915924","0.3873397409915924","0.387065589427948","0.387065589427948","0.387065589427948","0.23171605169773102","0.23171605169773102","0.23171605169773102","0.2277427464723587","0.2277427464723587","0.2277427464723587","0.1741712987422943","0.1741712987422943","0.1741712987422943","0.17434674501419067","0.17434674501419067","0.17434674501419067","0.14998194575309753","0.14998194575309753","0.14998194575309753","0.1505361944437027","0.1505361944437027","0.1505361944437027"
"18","0.9814803004264832","0.9814803004264832","0.9814803004264832","0.9780088663101196","0.9780088663101196","0.9780088663101196","0.3828834593296051","0.3828834593296051","0.3828834593296051","0.37632888555526733","0.37632888555526733","0.37632888555526733","0.2308291494846344","0.2308291494846344","0.2308291494846344","0.22717785835266113","0.22717785835266113","0.22717785835266113","0.1719544529914856","0.1719544529914856","0.1719544529914856","0.17297051846981049","0.17297051846981049","0.17297051846981049","0.1490001678466797","0.1490001678466797","0.1490001678466797","0.14945252239704132","0.14945252239704132","0.14945252239704132"
"19","0.9812726974487305","0.9812726974487305","0.9812726974487305","0.978456974029541","0.978456974029541","0.978456974029541","0.37414586544036865","0.37414586544036865","0.37414586544036865","0.38187849521636963","0.38187849521636963","0.38187849521636963","0.22941946983337402","0.22941946983337402","0.22941946983337402","0.22467979788780212","0.22467979788780212","0.22467979788780212","0.17022395133972168","0.17022395133972168","0.17022395133972168","0.1768314689397812","0.1768314689397812","0.1768314689397812","0.14781516790390015","0.14781516790390015","0.14781516790390015","0.14809896051883698","0.14809896051883698","0.14809896051883698"
"20","0.9820159673690796","0.9820159673690796","0.9820159673690796","0.9778976440429688","0.9778976440429688","0.9778976440429688","0.373796671628952","0.373796671628952","0.373796671628952","0.3722665309906006","0.3722665309906006","0.3722665309906006","0.2268308699131012","0.2268308699131012","0.2268308699131012","0.227988138794899","0.227988138794899","0.227988138794899","0.16978925466537476","0.16978925466537476","0.16978925466537476","0.1712673455476761","0.1712673455476761","0.1712673455476761","0.1483667641878128","0.1483667641878128","0.1483667641878128","0.14935676753520966","0.14935676753520966","0.14935676753520966"
"21","0.9815309643745422","0.9815309643745422","0.9815309643745422","0.9778938293457031","0.9778938293457031","0.9778938293457031","0.38353997468948364","0.38353997468948364","0.38353997468948364","0.35856273770332336","0.35856273770332336","0.35856273770332336","0.22524772584438324","0.22524772584438324","0.22524772584438324","0.22411717474460602","0.22411717474460602","0.22411717474460602","0.17066867649555206","0.17066867649555206","0.17066867649555206","0.18321096897125244","0.18321096897125244","0.18321096897125244","0.1468622088432312","0.1468622088432312","0.1468622088432312","0.15115506947040558","0.15115506947040558","0.15115506947040558"
"22","0.9814820289611816","0.9814820289611816","0.9814820289611816","0.9777477383613586","0.9777477383613586","0.9777477383613586","0.35912618041038513","0.35912618041038513","0.35912618041038513","0.3489612340927124","0.3489612340927124","0.3489612340927124","0.22157390415668488","0.22157390415668488","0.22157390415668488","0.2221735119819641","0.2221735119819641","0.2221735119819641","0.16840921342372894","0.16840921342372894","0.16840921342372894","0.17524667084217072","0.17524667084217072","0.17524667084217072","0.14709006249904633","0.14709006249904633","0.14709006249904633","0.15251140296459198","0.15251140296459198","0.15251140296459198"
"23","0.9815575480461121","0.9815575480461121","0.9815575480461121","0.9778305292129517","0.9778305292129517","0.9778305292129517","0.36780691146850586","0.36780691146850586","0.36780691146850586","0.36330893635749817","0.36330893635749817","0.36330893635749817","0.22081886231899261","0.22081886231899261","0.22081886231899261","0.21948100626468658","0.21948100626468658","0.21948100626468658","0.1688259392976761","0.1688259392976761","0.1688259392976761","0.17065268754959106","0.17065268754959106","0.17065268754959106","0.14724504947662354","0.14724504947662354","0.14724504947662354","0.15213289856910706","0.15213289856910706","0.15213289856910706"
"24","0.9816033244132996","0.9816033244132996","0.9816033244132996","0.9778841137886047","0.9778841137886047","0.9778841137886047","0.36057746410369873","0.36057746410369873","0.36057746410369873","0.35513508319854736","0.35513508319854736","0.35513508319854736","0.22151243686676025","0.22151243686676025","0.22151243686676025","0.22176679968833923","0.22176679968833923","0.22176679968833923","0.1665704846382141","0.1665704846382141","0.1665704846382141","0.17070995271205902","0.17070995271205902","0.17070995271205902","0.14563670754432678","0.14563670754432678","0.14563670754432678","0.14650623500347137","0.14650623500347137","0.14650623500347137"
"25","0.9813429713249207","0.9813429713249207","0.9813429713249207","0.9777620434761047","0.9777620434761047","0.9777620434761047","0.363180935382843","0.363180935382843","0.363180935382843","0.34980612993240356","0.34980612993240356","0.34980612993240356","0.21901431679725647","0.21901431679725647","0.21901431679725647","0.2204071432352066","0.2204071432352066","0.2204071432352066","0.1678161323070526","0.1678161323070526","0.1678161323070526","0.1731753647327423","0.1731753647327423","0.1731753647327423","0.1461242437362671","0.1461242437362671","0.1461242437362671","0.1492612063884735","0.1492612063884735","0.1492612063884735"
"26","0.9814379215240479","0.9814379215240479","0.9814379215240479","0.9781033992767334","0.9781033992767334","0.9781033992767334","0.36264151334762573","0.36264151334762573","0.36264151334762573","0.3753209114074707","0.3753209114074707","0.3753209114074707","0.21747824549674988","0.21747824549674988","0.21747824549674988","0.21729429066181183","0.21729429066181183","0.21729429066181183","0.16527508199214935","0.16527508199214935","0.16527508199214935","0.16963699460029602","0.16963699460029602","0.16963699460029602","0.14540289342403412","0.14540289342403412","0.14540289342403412","0.14633160829544067","0.14633160829544067","0.14633160829544067"
"27","0.9813647270202637","0.9813647270202637","0.9813647270202637","0.978039026260376","0.978039026260376","0.978039026260376","0.3684867322444916","0.3684867322444916","0.3684867322444916","0.3561100959777832","0.3561100959777832","0.3561100959777832","0.2146691530942917","0.2146691530942917","0.2146691530942917","0.2099737972021103","0.2099737972021103","0.2099737972021103","0.1648467481136322","0.1648467481136322","0.1648467481136322","0.1670795977115631","0.1670795977115631","0.1670795977115631","0.1448279619216919","0.1448279619216919","0.1448279619216919","0.1457347422838211","0.1457347422838211","0.1457347422838211"
"28","0.9813774824142456","0.9813774824142456","0.9813774824142456","0.9779934883117676","0.9779934883117676","0.9779934883117676","0.3618627190589905","0.3618627190589905","0.3618627190589905","0.3580859303474426","0.3580859303474426","0.3580859303474426","0.21453645825386047","0.21453645825386047","0.21453645825386047","0.21061699092388153","0.21061699092388153","0.21061699092388153","0.16515757143497467","0.16515757143497467","0.16515757143497467","0.1662984937429428","0.1662984937429428","0.1662984937429428","0.14403603971004486","0.14403603971004486","0.14403603971004486","0.1464480757713318","0.1464480757713318","0.1464480757713318"
"29","0.9815413951873779","0.9815413951873779","0.9815413951873779","0.9780986309051514","0.9780986309051514","0.9780986309051514","0.34430891275405884","0.34430891275405884","0.34430891275405884","0.3395448923110962","0.3395448923110962","0.3395448923110962","0.21157300472259521","0.21157300472259521","0.21157300472259521","0.21647123992443085","0.21647123992443085","0.21647123992443085","0.165777787566185","0.165777787566185","0.165777787566185","0.1708630621433258","0.1708630621433258","0.1708630621433258","0.14306382834911346","0.14306382834911346","0.14306382834911346","0.14560647308826447","0.14560647308826447","0.14560647308826447"
"30","0.9815345406532288","0.9815345406532288","0.9815345406532288","0.9782298803329468","0.9782298803329468","0.9782298803329468","0.34860730171203613","0.34860730171203613","0.34860730171203613","0.34262320399284363","0.34262320399284363","0.34262320399284363","0.2100103199481964","0.2100103199481964","0.2100103199481964","0.20932123064994812","0.20932123064994812","0.20932123064994812","0.16635191440582275","0.16635191440582275","0.16635191440582275","0.16812023520469666","0.16812023520469666","0.16812023520469666","0.1430995911359787","0.1430995911359787","0.1430995911359787","0.14482882618904114","0.14482882618904114","0.14482882618904114"
"31","0.981305718421936","0.981305718421936","0.981305718421936","0.9789701700210571","0.9789701700210571","0.9789701700210571","0.3318358361721039","0.3318358361721039","0.3318358361721039","0.33843502402305603","0.33843502402305603","0.33843502402305603","0.20762738585472107","0.20762738585472107","0.20762738585472107","0.20277781784534454","0.20277781784534454","0.20277781784534454","0.16392605006694794","0.16392605006694794","0.16392605006694794","0.16267408430576324","0.16267408430576324","0.16267408430576324","0.14263604581356049","0.14263604581356049","0.14263604581356049","0.14379742741584778","0.14379742741584778","0.14379742741584778"
"32","0.9815986752510071","0.9815986752510071","0.9815986752510071","0.9780566096305847","0.9780566096305847","0.9780566096305847","0.338500052690506","0.338500052690506","0.338500052690506","0.3625943660736084","0.3625943660736084","0.3625943660736084","0.20441187918186188","0.20441187918186188","0.20441187918186188","0.22033487260341644","0.22033487260341644","0.22033487260341644","0.16219280660152435","0.16219280660152435","0.16219280660152435","0.16624805331230164","0.16624805331230164","0.16624805331230164","0.14073169231414795","0.14073169231414795","0.14073169231414795","0.14429177343845367","0.14429177343845367","0.14429177343845367"
"33","0.9814842939376831","0.9814842939376831","0.9814842939376831","0.977637767791748","0.977637767791748","0.977637767791748","0.3361862599849701","0.3361862599849701","0.3361862599849701","0.34175363183021545","0.34175363183021545","0.34175363183021545","0.20665095746517181","0.20665095746517181","0.20665095746517181","0.20505179464817047","0.20505179464817047","0.20505179464817047","0.16168184578418732","0.16168184578418732","0.16168184578418732","0.162051722407341","0.162051722407341","0.162051722407341","0.14031891524791718","0.14031891524791718","0.14031891524791718","0.14211252331733704","0.14211252331733704","0.14211252331733704"
"34","0.9813506603240967","0.9813506603240967","0.9813506603240967","0.9777835011482239","0.9777835011482239","0.9777835011482239","0.3350909650325775","0.3350909650325775","0.3350909650325775","0.3444550931453705","0.3444550931453705","0.3444550931453705","0.20297308266162872","0.20297308266162872","0.20297308266162872","0.2005387842655182","0.2005387842655182","0.2005387842655182","0.15974152088165283","0.15974152088165283","0.15974152088165283","0.16521337628364563","0.16521337628364563","0.16521337628364563","0.13895075023174286","0.13895075023174286","0.13895075023174286","0.14030055701732635","0.14030055701732635","0.14030055701732635"
"35","0.9813714027404785","0.9813714027404785","0.9813714027404785","0.9778701663017273","0.9778701663017273","0.9778701663017273","0.3539000153541565","0.3539000153541565","0.3539000153541565","0.35744383931159973","0.35744383931159973","0.35744383931159973","0.1993473619222641","0.1993473619222641","0.1993473619222641","0.20011821389198303","0.20011821389198303","0.20011821389198303","0.15665628015995026","0.15665628015995026","0.15665628015995026","0.16460931301116943","0.16460931301116943","0.16460931301116943","0.13791429996490479","0.13791429996490479","0.13791429996490479","0.14063063263893127","0.14063063263893127","0.14063063263893127"
"36","0.9814249873161316","0.9814249873161316","0.9814249873161316","0.9781990647315979","0.9781990647315979","0.9781990647315979","0.3564571142196655","0.3564571142196655","0.3564571142196655","0.3369755446910858","0.3369755446910858","0.3369755446910858","0.19832828640937805","0.19832828640937805","0.19832828640937805","0.198940247297287","0.198940247297287","0.198940247297287","0.1583467572927475","0.1583467572927475","0.1583467572927475","0.1611851006746292","0.1611851006746292","0.1611851006746292","0.13807643949985504","0.13807643949985504","0.13807643949985504","0.13952040672302246","0.13952040672302246","0.13952040672302246"
"37","0.9814145565032959","0.9814145565032959","0.9814145565032959","0.9777888059616089","0.9777888059616089","0.9777888059616089","0.33326929807662964","0.33326929807662964","0.33326929807662964","0.3302633464336395","0.3302633464336395","0.3302633464336395","0.19536471366882324","0.19536471366882324","0.19536471366882324","0.19605693221092224","0.19605693221092224","0.19605693221092224","0.15606775879859924","0.15606775879859924","0.15606775879859924","0.15707315504550934","0.15707315504550934","0.15707315504550934","0.13594688475131989","0.13594688475131989","0.13594688475131989","0.13771706819534302","0.13771706819534302","0.13771706819534302"
"38","0.9813605546951294","0.9813605546951294","0.9813605546951294","0.9777505993843079","0.9777505993843079","0.9777505993843079","0.3244970142841339","0.3244970142841339","0.3244970142841339","0.3221340775489807","0.3221340775489807","0.3221340775489807","0.19610604643821716","0.19610604643821716","0.19610604643821716","0.19777895510196686","0.19777895510196686","0.19777895510196686","0.15450863540172577","0.15450863540172577","0.15450863540172577","0.15298238396644592","0.15298238396644592","0.15298238396644592","0.1355222910642624","0.1355222910642624","0.1355222910642624","0.13559144735336304","0.13559144735336304","0.13559144735336304"
"39","0.9813938140869141","0.9813938140869141","0.9813938140869141","0.9780434370040894","0.9780434370040894","0.9780434370040894","0.3394901752471924","0.3394901752471924","0.3394901752471924","0.3249123692512512","0.3249123692512512","0.3249123692512512","0.19437554478645325","0.19437554478645325","0.19437554478645325","0.19401003420352936","0.19401003420352936","0.19401003420352936","0.1552702933549881","0.1552702933549881","0.1552702933549881","0.15874648094177246","0.15874648094177246","0.15874648094177246","0.13348986208438873","0.13348986208438873","0.13348986208438873","0.13483120501041412","0.13483120501041412","0.13483120501041412"
"40","0.9813100099563599","0.9813100099563599","0.9813100099563599","0.978371262550354","0.978371262550354","0.978371262550354","0.32020726799964905","0.32020726799964905","0.32020726799964905","0.3226219713687897","0.3226219713687897","0.3226219713687897","0.1913318634033203","0.1913318634033203","0.1913318634033203","0.18863321840763092","0.18863321840763092","0.18863321840763092","0.15178599953651428","0.15178599953651428","0.15178599953651428","0.15577375888824463","0.15577375888824463","0.15577375888824463","0.13270290195941925","0.13270290195941925","0.13270290195941925","0.1329551637172699","0.1329551637172699","0.1329551637172699"
"41","0.9814743399620056","0.9814743399620056","0.9814743399620056","0.9781427979469299","0.9781427979469299","0.9781427979469299","0.3245944082736969","0.3245944082736969","0.3245944082736969","0.3095254600048065","0.3095254600048065","0.3095254600048065","0.18868927657604218","0.18868927657604218","0.18868927657604218","0.1905955821275711","0.1905955821275711","0.1905955821275711","0.15096643567085266","0.15096643567085266","0.15096643567085266","0.1552073210477829","0.1552073210477829","0.1552073210477829","0.13062351942062378","0.13062351942062378","0.13062351942062378","0.13265396654605865","0.13265396654605865","0.13265396654605865"
"42","0.9812192320823669","0.9812192320823669","0.9812192320823669","0.9782447814941406","0.9782447814941406","0.9782447814941406","0.3231237530708313","0.3231237530708313","0.3231237530708313","0.320766419172287","0.320766419172287","0.320766419172287","0.18971621990203857","0.18971621990203857","0.18971621990203857","0.18787570297718048","0.18787570297718048","0.18787570297718048","0.14973515272140503","0.14973515272140503","0.14973515272140503","0.156770721077919","0.156770721077919","0.156770721077919","0.12938478589057922","0.12938478589057922","0.12938478589057922","0.13021151721477509","0.13021151721477509","0.13021151721477509"
"43","0.9814616441726685","0.9814616441726685","0.9814616441726685","0.9785470962524414","0.9785470962524414","0.9785470962524414","0.31063124537467957","0.31063124537467957","0.31063124537467957","0.32421937584877014","0.32421937584877014","0.32421937584877014","0.1850288361310959","0.1850288361310959","0.1850288361310959","0.18674573302268982","0.18674573302268982","0.18674573302268982","0.14922727644443512","0.14922727644443512","0.14922727644443512","0.15424616634845734","0.15424616634845734","0.15424616634845734","0.12850409746170044","0.12850409746170044","0.12850409746170044","0.13325853645801544","0.13325853645801544","0.13325853645801544"
"44","0.9813979268074036","0.9813979268074036","0.9813979268074036","0.9775096774101257","0.9775096774101257","0.9775096774101257","0.3229351043701172","0.3229351043701172","0.3229351043701172","0.3158234655857086","0.3158234655857086","0.3158234655857086","0.18667952716350555","0.18667952716350555","0.18667952716350555","0.18387705087661743","0.18387705087661743","0.18387705087661743","0.14771531522274017","0.14771531522274017","0.14771531522274017","0.1468818336725235","0.1468818336725235","0.1468818336725235","0.12774845957756042","0.12774845957756042","0.12774845957756042","0.12832851707935333","0.12832851707935333","0.12832851707935333"
"45","0.9812297224998474","0.9812297224998474","0.9812297224998474","0.9784048199653625","0.9784048199653625","0.9784048199653625","0.30966243147850037","0.30966243147850037","0.30966243147850037","0.3171618580818176","0.3171618580818176","0.3171618580818176","0.18373419344425201","0.18373419344425201","0.18373419344425201","0.1786859929561615","0.1786859929561615","0.1786859929561615","0.1457986831665039","0.1457986831665039","0.1457986831665039","0.14675980806350708","0.14675980806350708","0.14675980806350708","0.12675946950912476","0.12675946950912476","0.12675946950912476","0.12658169865608215","0.12658169865608215","0.12658169865608215"
"46","0.9814070463180542","0.9814070463180542","0.9814070463180542","0.9775019288063049","0.9775019288063049","0.9775019288063049","0.31472837924957275","0.31472837924957275","0.31472837924957275","0.3206692337989807","0.3206692337989807","0.3206692337989807","0.18249499797821045","0.18249499797821045","0.18249499797821045","0.17787611484527588","0.17787611484527588","0.17787611484527588","0.14513172209262848","0.14513172209262848","0.14513172209262848","0.14391525089740753","0.14391525089740753","0.14391525089740753","0.12617430090904236","0.12617430090904236","0.12617430090904236","0.1284668892621994","0.1284668892621994","0.1284668892621994"
