"Step","fast-brook-7 - Train_loss","fast-brook-7 - Train_loss__MIN","fast-brook-7 - Train_loss__MAX","fast-brook-7 - Val_loss","fast-brook-7 - Val_loss__MIN","fast-brook-7 - Val_loss__MAX","fast-brook-7 - Test_loss","fast-brook-7 - Test_loss__MIN","fast-brook-7 - Test_loss__MAX"
"26","0.45136210948152644","0.45136210948152644","0.45136210948152644","0.502625565516086","0.502625565516086","0.502625565516086","0.49342019316347346","0.49342019316347346","0.49342019316347346"
"27","0.43675347437553547","0.43675347437553547","0.43675347437553547","0.49595551200652954","0.49595551200652954","0.49595551200652954","0.48105980330077536","0.48105980330077536","0.48105980330077536"
"28","0.42616895312645975","0.42616895312645975","0.42616895312645975","0.4881900200183164","0.4881900200183164","0.4881900200183164","0.47818283136858447","0.47818283136858447","0.47818283136858447"
"29","0.4184432910660199","0.4184432910660199","0.4184432910660199","0.4858141430582637","0.4858141430582637","0.4858141430582637","0.4756756738873296","0.4756756738873296","0.4756756738873296"
"30","0.41643052708416667","0.41643052708416667","0.41643052708416667","0.48688564244059707","0.48688564244059707","0.48688564244059707","0.472770588222978","0.472770588222978","0.472770588222978"
"31","0.40742533835653416","0.40742533835653416","0.40742533835653416","0.478608076407996","0.478608076407996","0.478608076407996","0.47163041784061716","0.47163041784061716","0.47163041784061716"
"32","0.4130660352466342","0.4130660352466342","0.4130660352466342","0.5085780121711448","0.5085780121711448","0.5085780121711448","0.5043681216523728","0.5043681216523728","0.5043681216523728"
"33","0.4086702300425846","0.4086702300425846","0.4086702300425846","0.48122135411417394","0.48122135411417394","0.48122135411417394","0.4846523886434622","0.4846523886434622","0.4846523886434622"
"34","0.400028500727856","0.400028500727856","0.400028500727856","0.48389492776398724","0.48389492776398724","0.48389492776398724","0.47136354277179315","0.47136354277179315","0.47136354277179315"
"35","0.3930757285960249","0.3930757285960249","0.3930757285960249","0.49861800429963965","0.49861800429963965","0.49861800429963965","0.4966071861207558","0.4966071861207558","0.4966071861207558"
"36","0.3885937042194971","0.3885937042194971","0.3885937042194971","0.4911482985289473","0.4911482985289473","0.4911482985289473","0.4804323567036147","0.4804323567036147","0.4804323567036147"
"37","0.3852960110937888","0.3852960110937888","0.3852960110937888","0.4724195007874042","0.4724195007874042","0.4724195007874042","0.46019453995942056","0.46019453995942056","0.46019453995942056"
"38","0.3852564641319919","0.3852564641319919","0.3852564641319919","0.46803993580100856","0.46803993580100856","0.46803993580100856","0.45685474428277906","0.45685474428277906","0.45685474428277906"
"39","0.37663978833157","0.37663978833157","0.37663978833157","0.478576793107631","0.478576793107631","0.478576793107631","0.469216060870264","0.469216060870264","0.469216060870264"
"40","0.3701297320407175","0.3701297320407175","0.3701297320407175","0.4790241565088558","0.4790241565088558","0.4790241565088558","0.47299328035945437","0.47299328035945437","0.47299328035945437"
"41","0.3668975848746194","0.3668975848746194","0.3668975848746194","0.4744013550245201","0.4744013550245201","0.4744013550245201","0.4615090442458121","0.4615090442458121","0.4615090442458121"
"42","0.360201392300905","0.360201392300905","0.360201392300905","0.48471820576100105","0.48471820576100105","0.48471820576100105","0.4711766893170104","0.4711766893170104","0.4711766893170104"
"43","0.36799659023534986","0.36799659023534986","0.36799659023534986","0.4740044757199325","0.4740044757199325","0.4740044757199325","0.4642059167576381","0.4642059167576381","0.4642059167576381"
"44","0.35910300648702037","0.35910300648702037","0.35910300648702037","0.4797868856646062","0.4797868856646062","0.4797868856646062","0.46220164823826754","0.46220164823826754","0.46220164823826754"
"45","0.3554150955911436","0.3554150955911436","0.3554150955911436","0.4670999908413015","0.4670999908413015","0.4670999908413015","0.4577689118904192","0.4577689118904192","0.4577689118904192"
"46","0.34911440444284036","0.34911440444284036","0.34911440444284036","0.4770765231861599","0.4770765231861599","0.4770765231861599","0.47443882586542874","0.47443882586542874","0.47443882586542874"
"47","0.35049281163290513","0.35049281163290513","0.35049281163290513","0.47435642621111285","0.47435642621111285","0.47435642621111285","0.4535475310589169","0.4535475310589169","0.4535475310589169"
"48","0.3562489849642594","0.3562489849642594","0.3562489849642594","0.4814484741628871","0.4814484741628871","0.4814484741628871","0.4611473007366571","0.4611473007366571","0.4611473007366571"
"49","0.3485439068282248","0.3485439068282248","0.3485439068282248","0.46441212968391293","0.46441212968391293","0.46441212968391293","0.4567230903111316","0.4567230903111316","0.4567230903111316"
"50","0.34181488894327455","0.34181488894327455","0.34181488894327455","0.46391544072279056","0.46391544072279056","0.46391544072279056","0.4512262423904996","0.4512262423904996","0.4512262423904996"
"51","0.3415878320891396","0.3415878320891396","0.3415878320891396","0.4664114702534571","0.4664114702534571","0.4664114702534571","0.4660213157655107","0.4660213157655107","0.4660213157655107"
"52","0.3443662303481682","0.3443662303481682","0.3443662303481682","0.4741942531420145","0.4741942531420145","0.4741942531420145","0.4497324749932131","0.4497324749932131","0.4497324749932131"
"53","0.3358218561314617","0.3358218561314617","0.3358218561314617","0.46231242706730824","0.46231242706730824","0.46231242706730824","0.452855664691197","0.452855664691197","0.452855664691197"
"54","0.32831060410698903","0.32831060410698903","0.32831060410698903","0.4653329371069172","0.4653329371069172","0.4653329371069172","0.44715597512829186","0.44715597512829186","0.44715597512829186"
"55","0.3344923551927024","0.3344923551927024","0.3344923551927024","0.4633676759991209","0.4633676759991209","0.4633676759991209","0.4494774308049951","0.4494774308049951","0.4494774308049951"
"56","0.3244944753422235","0.3244944753422235","0.3244944753422235","0.4681328247599926","0.4681328247599926","0.4681328247599926","0.450248266715288","0.450248266715288","0.450248266715288"
"57","0.3227462560326267","0.3227462560326267","0.3227462560326267","0.46377561052190464","0.46377561052190464","0.46377561052190464","0.44293297379216423","0.44293297379216423","0.44293297379216423"
"58","0.3274929063930108","0.3274929063930108","0.3274929063930108","0.46326381468003014","0.46326381468003014","0.46326381468003014","0.4482780839426963","0.4482780839426963","0.4482780839426963"
"59","0.32335468867347766","0.32335468867347766","0.32335468867347766","0.46725398524884926","0.46725398524884926","0.46725398524884926","0.44284335901537525","0.44284335901537525","0.44284335901537525"
"60","0.3135927431779816","0.3135927431779816","0.3135927431779816","0.4574431856887523","0.4574431856887523","0.4574431856887523","0.45196552079981483","0.45196552079981483","0.45196552079981483"
"61","0.316195049274272","0.316195049274272","0.316195049274272","0.47064716770179016","0.47064716770179016","0.47064716770179016","0.4500393268920363","0.4500393268920363","0.4500393268920363"
"62","0.3169240731793298","0.3169240731793298","0.3169240731793298","0.4790072436471527","0.4790072436471527","0.4790072436471527","0.4621909448966735","0.4621909448966735","0.4621909448966735"
"63","0.3051796160735947","0.3051796160735947","0.3051796160735947","0.474329879556141","0.474329879556141","0.474329879556141","0.46430666706795487","0.46430666706795487","0.46430666706795487"
"64","0.30085437849642294","0.30085437849642294","0.30085437849642294","0.46901381164863376","0.46901381164863376","0.46901381164863376","0.46561486478789726","0.46561486478789726","0.46561486478789726"
"65","0.3091904800784513","0.3091904800784513","0.3091904800784513","0.4688752699729941","0.4688752699729941","0.4688752699729941","0.45929701660694416","0.45929701660694416","0.45929701660694416"
"66","0.30472150284859223","0.30472150284859223","0.30472150284859223","0.4792209402921254","0.4792209402921254","0.4792209402921254","0.4579639846145575","0.4579639846145575","0.4579639846145575"
"67","0.30598883881350564","0.30598883881350564","0.30598883881350564","0.4653643584157983","0.4653643584157983","0.4653643584157983","0.4420886192581103","0.4420886192581103","0.4420886192581103"
"68","0.3037376230840686","0.3037376230840686","0.3037376230840686","0.4571568184792538","0.4571568184792538","0.4571568184792538","0.44069987318714526","0.44069987318714526","0.44069987318714526"
"69","0.2982875133403466","0.2982875133403466","0.2982875133403466","0.4611591642772768","0.4611591642772768","0.4611591642772768","0.4435028852864402","0.4435028852864402","0.4435028852864402"
"70","0.2876626602019197","0.2876626602019197","0.2876626602019197","0.4712659434565712","0.4712659434565712","0.4712659434565712","0.4634131501469544","0.4634131501469544","0.4634131501469544"
"71","0.2989656670590251","0.2989656670590251","0.2989656670590251","0.4871480217563382","0.4871480217563382","0.4871480217563382","0.45760116618376484","0.45760116618376484","0.45760116618376484"
"72","0.2922542634604914","0.2922542634604914","0.2922542634604914","0.47111524049509684","0.47111524049509684","0.47111524049509684","0.44722978017582155","0.44722978017582155","0.44722978017582155"
"73","0.29369911198937054","0.29369911198937054","0.29369911198937054","0.4907637869734036","0.4907637869734036","0.4907637869734036","0.47067536806342125","0.47067536806342125","0.47067536806342125"
"74","0.2871352956428515","0.2871352956428515","0.2871352956428515","0.48132883862842873","0.48132883862842873","0.48132883862842873","0.4774355684770649","0.4774355684770649","0.4774355684770649"
"75","0.2818865492678188","0.2818865492678188","0.2818865492678188","0.4610808764509147","0.4610808764509147","0.4610808764509147","0.43891898426630754","0.43891898426630754","0.43891898426630754"
"76","0.28780336221712627","0.28780336221712627","0.28780336221712627","0.4648304991223037","0.4648304991223037","0.4648304991223037","0.4437619318171681","0.4437619318171681","0.4437619318171681"
"77","0.2779733552986086","0.2779733552986086","0.2779733552986086","0.4580868329121447","0.4580868329121447","0.4580868329121447","0.44356933756285954","0.44356933756285954","0.44356933756285954"
"78","0.27378311385302545","0.27378311385302545","0.27378311385302545","0.4541190140267632","0.4541190140267632","0.4541190140267632","0.4450476323202868","0.4450476323202868","0.4450476323202868"
"79","0.2707862106546615","0.2707862106546615","0.2707862106546615","0.46224823661691994","0.46224823661691994","0.46224823661691994","0.4431104701565514","0.4431104701565514","0.4431104701565514"
"80","0.2864489582740589","0.2864489582740589","0.2864489582740589","0.4786512141229143","0.4786512141229143","0.4786512141229143","0.46680469671400937","0.46680469671400937","0.46680469671400937"
"81","0.2711792341785812","0.2711792341785812","0.2711792341785812","0.4568761604431173","0.4568761604431173","0.4568761604431173","0.45567665034740773","0.45567665034740773","0.45567665034740773"
"82","0.27506161790650646","0.27506161790650646","0.27506161790650646","0.4647894648683042","0.4647894648683042","0.4647894648683042","0.4632537709410742","0.4632537709410742","0.4632537709410742"
"83","0.2770964714531929","0.2770964714531929","0.2770964714531929","0.4609797670994632","0.4609797670994632","0.4609797670994632","0.4527484725686262","0.4527484725686262","0.4527484725686262"
"84","0.2647307452530065","0.2647307452530065","0.2647307452530065","0.4621918363903343","0.4621918363903343","0.4621918363903343","0.45336495674515903","0.45336495674515903","0.45336495674515903"
"85","0.27042338696293106","0.27042338696293106","0.27042338696293106","0.4700782956543528","0.4700782956543528","0.4700782956543528","0.44760406133658487","0.44760406133658487","0.44760406133658487"
"86","0.2798750589741512","0.2798750589741512","0.2798750589741512","0.45232704058130363","0.45232704058130363","0.45232704058130363","0.4505343314667496","0.4505343314667496","0.4505343314667496"
"87","0.25699846701994056","0.25699846701994056","0.25699846701994056","0.45676247852010315","0.45676247852010315","0.45676247852010315","0.44418375774969393","0.44418375774969393","0.44418375774969393"
"88","0.2579838886559346","0.2579838886559346","0.2579838886559346","0.456508203822776","0.456508203822776","0.456508203822776","0.44274308570280063","0.44274308570280063","0.44274308570280063"
"89","0.2687777468051525","0.2687777468051525","0.2687777468051525","0.4591617397474379","0.4591617397474379","0.4591617397474379","0.44049613439675933","0.44049613439675933","0.44049613439675933"
"90","0.26968136931268405","0.26968136931268405","0.26968136931268405","0.44843664314999276","0.44843664314999276","0.44843664314999276","0.4405367195558314","0.4405367195558314","0.4405367195558314"
"91","0.25503016711796744","0.25503016711796744","0.25503016711796744","0.45385779098767043","0.45385779098767043","0.45385779098767043","0.4386836170808987","0.4386836170808987","0.4386836170808987"
"92","0.25135896896353277","0.25135896896353277","0.25135896896353277","0.4490723372047136","0.4490723372047136","0.4490723372047136","0.44140032197920415","0.44140032197920415","0.44140032197920415"
"93","0.25195975233136575","0.25195975233136575","0.25195975233136575","0.4500527446145008","0.4500527446145008","0.4500527446145008","0.4342629747356376","0.4342629747356376","0.4342629747356376"
"94","0.26123737992863705","0.26123737992863705","0.26123737992863705","0.4420184087575966","0.4420184087575966","0.4420184087575966","0.43061477823110883","0.43061477823110883","0.43061477823110883"
"95","0.25202441415396504","0.25202441415396504","0.25202441415396504","0.4670642972782958","0.4670642972782958","0.4670642972782958","0.45425325805169087","0.45425325805169087","0.45425325805169087"
"96","0.2520501986775141","0.2520501986775141","0.2520501986775141","0.4359968564869258","0.4359968564869258","0.4359968564869258","0.41495629471495427","0.41495629471495427","0.41495629471495427"
"97","0.2578082995810832","0.2578082995810832","0.2578082995810832","0.4435593133334367","0.4435593133334367","0.4435593133334367","0.430226573588364","0.430226573588364","0.430226573588364"
"98","0.25023574767195306","0.25023574767195306","0.25023574767195306","0.4460899003432431","0.4460899003432431","0.4460899003432431","0.42699516701554147","0.42699516701554147","0.42699516701554147"
"99","0.2605320693575071","0.2605320693575071","0.2605320693575071","0.452459479519246","0.452459479519246","0.452459479519246","0.4400014398154687","0.4400014398154687","0.4400014398154687"
"100","0.24594289315561224","0.24594289315561224","0.24594289315561224","0.42641425941320876","0.42641425941320876","0.42641425941320876","0.40929095064455767","0.40929095064455767","0.40929095064455767"
"101","0.23923985720751947","0.23923985720751947","0.23923985720751947","0.431206396603051","0.431206396603051","0.431206396603051","0.42648744263585","0.42648744263585","0.42648744263585"
"102","0.25004281465039313","0.25004281465039313","0.25004281465039313","0.44898199527043536","0.44898199527043536","0.44898199527043536","0.43941988634979956","0.43941988634979956","0.43941988634979956"
"103","0.24321425261722868","0.24321425261722868","0.24321425261722868","0.43390000267404866","0.43390000267404866","0.43390000267404866","0.4223819123619674","0.4223819123619674","0.4223819123619674"
"104","0.23796839241744452","0.23796839241744452","0.23796839241744452","0.42436630575792944","0.42436630575792944","0.42436630575792944","0.415538959681103","0.415538959681103","0.415538959681103"
"105","0.23471821351207764","0.23471821351207764","0.23471821351207764","0.4339753745126378","0.4339753745126378","0.4339753745126378","0.4168772544666058","0.4168772544666058","0.4168772544666058"
"106","0.24770207215430987","0.24770207215430987","0.24770207215430987","0.43399156792699684","0.43399156792699684","0.43399156792699684","0.4193165907049482","0.4193165907049482","0.4193165907049482"
"107","0.23772480194237877","0.23772480194237877","0.23772480194237877","0.4372077968550511","0.4372077968550511","0.4372077968550511","0.4273730369482361","0.4273730369482361","0.4273730369482361"
"108","0.24463216637807864","0.24463216637807864","0.24463216637807864","0.4506233160975928","0.4506233160975928","0.4506233160975928","0.44281804136267616","0.44281804136267616","0.44281804136267616"
"109","0.24720829066309596","0.24720829066309596","0.24720829066309596","0.4401812338270403","0.4401812338270403","0.4401812338270403","0.43196984064115385","0.43196984064115385","0.43196984064115385"
"110","0.23677216834458611","0.23677216834458611","0.23677216834458611","0.42522606276731817","0.42522606276731817","0.42522606276731817","0.42312501353054455","0.42312501353054455","0.42312501353054455"
"111","0.23322794932425966","0.23322794932425966","0.23322794932425966","0.45568392425642396","0.45568392425642396","0.45568392425642396","0.46374750670650616","0.46374750670650616","0.46374750670650616"
"112","0.23608708666626252","0.23608708666626252","0.23608708666626252","0.4197426228584139","0.4197426228584139","0.4197426228584139","0.41869045697330853","0.41869045697330853","0.41869045697330853"
"113","0.23064256622418997","0.23064256622418997","0.23064256622418997","0.429985706091413","0.429985706091413","0.429985706091413","0.4244585888860258","0.4244585888860258","0.4244585888860258"
"114","0.22819139511163078","0.22819139511163078","0.22819139511163078","0.4455880227867146","0.4455880227867146","0.4455880227867146","0.42781993941706686","0.42781993941706686","0.42781993941706686"
"115","0.23786750108949803","0.23786750108949803","0.23786750108949803","0.41895496886994243","0.41895496886994243","0.41895496886994243","0.3991556787623121","0.3991556787623121","0.3991556787623121"
"116","0.23020722968407248","0.23020722968407248","0.23020722968407248","0.4186694908261097","0.4186694908261097","0.4186694908261097","0.4134471729425697","0.4134471729425697","0.4134471729425697"
"117","0.23249744032870276","0.23249744032870276","0.23249744032870276","0.4306905930906063","0.4306905930906063","0.4306905930906063","0.42618299814662036","0.42618299814662036","0.42618299814662036"
"118","0.2278460753794693","0.2278460753794693","0.2278460753794693","0.4184218486196902","0.4184218486196902","0.4184218486196902","0.40505143603020405","0.40505143603020405","0.40505143603020405"
"119","0.2265286300608165","0.2265286300608165","0.2265286300608165","0.4156992480822451","0.4156992480822451","0.4156992480822451","0.4069509482805887","0.4069509482805887","0.4069509482805887"
"120","0.22622932941338172","0.22622932941338172","0.22622932941338172","0.4338401275756058","0.4338401275756058","0.4338401275756058","0.4210914986724876","0.4210914986724876","0.4210914986724876"
"121","0.23211109001186267","0.23211109001186267","0.23211109001186267","0.417299705518303","0.417299705518303","0.417299705518303","0.39312702201544014","0.39312702201544014","0.39312702201544014"
"122","0.2375645581939611","0.2375645581939611","0.2375645581939611","0.4270811100705234","0.4270811100705234","0.4270811100705234","0.4159691355216942","0.4159691355216942","0.4159691355216942"
"123","0.22405911257937758","0.22405911257937758","0.22405911257937758","0.4168449717769598","0.4168449717769598","0.4168449717769598","0.4110798813626469","0.4110798813626469","0.4110798813626469"
"124","0.22533698104418667","0.22533698104418667","0.22533698104418667","0.41122893337689514","0.41122893337689514","0.41122893337689514","0.39955001242959876","0.39955001242959876","0.39955001242959876"
"125","0.2169603780461126","0.2169603780461126","0.2169603780461126","0.41005260275234595","0.41005260275234595","0.41005260275234595","0.3993017403790404","0.3993017403790404","0.3993017403790404"
"126","0.21337243153643176","0.21337243153643176","0.21337243153643176","0.4172924883573197","0.4172924883573197","0.4172924883573197","0.4103585224223914","0.4103585224223914","0.4103585224223914"
"127","0.21467892098888142","0.21467892098888142","0.21467892098888142","0.43364060022834655","0.43364060022834655","0.43364060022834655","0.41909164628290535","0.41909164628290535","0.41909164628290535"
"128","0.22989254381682284","0.22989254381682284","0.22989254381682284","0.4142831165969098","0.4142831165969098","0.4142831165969098","0.4050353721668212","0.4050353721668212","0.4050353721668212"
"129","0.22641702965484647","0.22641702965484647","0.22641702965484647","0.4153416526728837","0.4153416526728837","0.4153416526728837","0.39990319625722637","0.39990319625722637","0.39990319625722637"
"130","0.21987338347451818","0.21987338347451818","0.21987338347451818","0.4202087524840552","0.4202087524840552","0.4202087524840552","0.4105688916714859","0.4105688916714859","0.4105688916714859"
"131","0.22987744735974708","0.22987744735974708","0.22987744735974708","0.4012278439137145","0.4012278439137145","0.4012278439137145","0.38837012901314844","0.38837012901314844","0.38837012901314844"
"132","0.2117639810561208","0.2117639810561208","0.2117639810561208","0.40554732108674896","0.40554732108674896","0.40554732108674896","0.3894094722326759","0.3894094722326759","0.3894094722326759"
"133","0.20868577667739455","0.20868577667739455","0.20868577667739455","0.3943130021528185","0.3943130021528185","0.3943130021528185","0.37479750140856977","0.37479750140856977","0.37479750140856977"
"134","0.2128471591023361","0.2128471591023361","0.2128471591023361","0.3909167908314525","0.3909167908314525","0.3909167908314525","0.37398622819043964","0.37398622819043964","0.37398622819043964"
"135","0.21543759183373512","0.21543759183373512","0.21543759183373512","0.43304536372780783","0.43304536372780783","0.43304536372780783","0.41187676581572136","0.41187676581572136","0.41187676581572136"
"136","0.2128455237654911","0.2128455237654911","0.2128455237654911","0.39260092772257815","0.39260092772257815","0.39260092772257815","0.3809822898129723","0.3809822898129723","0.3809822898129723"
"137","0.2226184224133075","0.2226184224133075","0.2226184224133075","0.4283062265291905","0.4283062265291905","0.4283062265291905","0.4249869886581425","0.4249869886581425","0.4249869886581425"
"138","0.23205715977425675","0.23205715977425675","0.23205715977425675","0.40394081295675077","0.40394081295675077","0.40394081295675077","0.3940003921048505","0.3940003921048505","0.3940003921048505"
"139","0.21451077698395968","0.21451077698395968","0.21451077698395968","0.40400096634929467","0.40400096634929467","0.40400096634929467","0.39962198330784054","0.39962198330784054","0.39962198330784054"
"140","0.21481938883712112","0.21481938883712112","0.21481938883712112","0.39015549104148844","0.39015549104148844","0.39015549104148844","0.37945467756451484","0.37945467756451484","0.37945467756451484"
"141","0.20710573328532483","0.20710573328532483","0.20710573328532483","0.4057733286339207","0.4057733286339207","0.4057733286339207","0.39916021964124143","0.39916021964124143","0.39916021964124143"
"142","0.20749221149716912","0.20749221149716912","0.20749221149716912","0.4024889332971511","0.4024889332971511","0.4024889332971511","0.3954456079954295","0.3954456079954295","0.3954456079954295"
"143","0.21365629203502184","0.21365629203502184","0.21365629203502184","0.4029391495397672","0.4029391495397672","0.4029391495397672","0.3914923824857226","0.3914923824857226","0.3914923824857226"
"144","0.22974757877735916","0.22974757877735916","0.22974757877735916","0.41293088473392864","0.41293088473392864","0.41293088473392864","0.3981502732472313","0.3981502732472313","0.3981502732472313"
"145","0.2098552242969023","0.2098552242969023","0.2098552242969023","0.39704481952815646","0.39704481952815646","0.39704481952815646","0.37590079517051933","0.37590079517051933","0.37590079517051933"
"146","0.20487739454664372","0.20487739454664372","0.20487739454664372","0.3975515562726892","0.3975515562726892","0.3975515562726892","0.38209075107533325","0.38209075107533325","0.38209075107533325"
"147","0.19802078945717497","0.19802078945717497","0.19802078945717497","0.39850938069617114","0.39850938069617114","0.39850938069617114","0.3782581047723982","0.3782581047723982","0.3782581047723982"
"148","0.20218770665119326","0.20218770665119326","0.20218770665119326","0.40297523135862845","0.40297523135862845","0.40297523135862845","0.37245754827237054","0.37245754827237054","0.37245754827237054"
"149","0.20267250998279632","0.20267250998279632","0.20267250998279632","0.38606573270725675","0.38606573270725675","0.38606573270725675","0.3743640230890424","0.3743640230890424","0.3743640230890424"
"150","0.2086615161442549","0.2086615161442549","0.2086615161442549","0.39765333620018833","0.39765333620018833","0.39765333620018833","0.377664202909475","0.377664202909475","0.377664202909475"
"151","0.21071261346451","0.21071261346451","0.21071261346451","0.4175035920428937","0.4175035920428937","0.4175035920428937","0.395961864203605","0.395961864203605","0.395961864203605"
"152","0.20869484089644813","0.20869484089644813","0.20869484089644813","0.4055217076137198","0.4055217076137198","0.4055217076137198","0.3876754899109423","0.3876754899109423","0.3876754899109423"
"153","0.2008168468269102","0.2008168468269102","0.2008168468269102","0.3927489651362166","0.3927489651362166","0.3927489651362166","0.3724045853838489","0.3724045853838489","0.3724045853838489"
"154","0.20662573631574327","0.20662573631574327","0.20662573631574327","0.385082499603022","0.385082499603022","0.385082499603022","0.3696752739100876","0.3696752739100876","0.3696752739100876"
"155","0.2017570513579015","0.2017570513579015","0.2017570513579015","0.40510272750038717","0.40510272750038717","0.40510272750038717","0.38602419853364467","0.38602419853364467","0.38602419853364467"
"156","0.1910591834472017","0.1910591834472017","0.1910591834472017","0.4104760832474704","0.4104760832474704","0.4104760832474704","0.3892494026161348","0.3892494026161348","0.3892494026161348"
"157","0.19989846741592004","0.19989846741592004","0.19989846741592004","0.39919879893399535","0.39919879893399535","0.39919879893399535","0.3872564555535113","0.3872564555535113","0.3872564555535113"
"158","0.2069554581417565","0.2069554581417565","0.2069554581417565","0.42736881227790263","0.42736881227790263","0.42736881227790263","0.4096068772574837","0.4096068772574837","0.4096068772574837"
"159","0.2061144572877439","0.2061144572877439","0.2061144572877439","0.4051240958072459","0.4051240958072459","0.4051240958072459","0.3927935334587122","0.3927935334587122","0.3927935334587122"
"160","0.19588927150493093","0.19588927150493093","0.19588927150493093","0.4031160911275955","0.4031160911275955","0.4031160911275955","0.39010884650839217","0.39010884650839217","0.39010884650839217"
