"Step","chocolate-sound-430 - Test_loss","chocolate-sound-430 - Test_loss__MIN","chocolate-sound-430 - Test_loss__MAX","chocolate-sound-430 - Train_loss","chocolate-sound-430 - Train_loss__MIN","chocolate-sound-430 - Train_loss__MAX","chocolate-sound-430 - Val_loss","chocolate-sound-430 - Val_loss__MIN","chocolate-sound-430 - Val_loss__MAX"
"18","0.22359181932560573","0.22359181932560573","0.22359181932560573","0.22877296768808023","0.22877296768808023","0.22877296768808023","0.22398539147202673","0.22398539147202673","0.22398539147202673"
"19","0.2197617848632775","0.2197617848632775","0.2197617848632775","0.22733085388655888","0.22733085388655888","0.22733085388655888","0.2205955828449534","0.2205955828449534","0.2205955828449534"
"20","0.2176612318903503","0.2176612318903503","0.2176612318903503","0.22627677839554736","0.22627677839554736","0.22627677839554736","0.21767786644864348","0.21767786644864348","0.21767786644864348"
"21","0.2165248342124877","0.2165248342124877","0.2165248342124877","0.22444039595077034","0.22444039595077034","0.22444039595077034","0.21661410721859028","0.21661410721859028","0.21661410721859028"
"22","0.2314808985549136","0.2314808985549136","0.2314808985549136","0.222602192968608","0.222602192968608","0.222602192968608","0.23086358166904414","0.23086358166904414","0.23086358166904414"
"23","0.23723685719324306","0.23723685719324306","0.23723685719324306","0.22032682619445534","0.22032682619445534","0.22032682619445534","0.2415113719042725","0.2415113719042725","0.2415113719042725"
"24","0.2135195480725508","0.2135195480725508","0.2135195480725508","0.20851125395862657","0.20851125395862657","0.20851125395862657","0.21340283623060366","0.21340283623060366","0.21340283623060366"
"25","0.09062895724284775","0.09062895724284775","0.09062895724284775","0.15523379070636295","0.15523379070636295","0.15523379070636295","0.09045840361929892","0.09045840361929892","0.09045840361929892"
"26","0.09849117403233498","0.09849117403233498","0.09849117403233498","0.1045754608735676","0.1045754608735676","0.1045754608735676","0.09856701100624567","0.09856701100624567","0.09856701100624567"
"27","0.05709437516283705","0.05709437516283705","0.05709437516283705","0.07532342973477617","0.07532342973477617","0.07532342973477617","0.05767529892831805","0.05767529892831805","0.05767529892831805"
"28","0.06826770718826768","0.06826770718826768","0.06826770718826768","0.06696967500275026","0.06696967500275026","0.06696967500275026","0.07075320121958938","0.07075320121958938","0.07075320121958938"
"29","0.05983000647119118","0.05983000647119118","0.05983000647119118","0.05978076203819548","0.05978076203819548","0.05978076203819548","0.06266242360838664","0.06266242360838664","0.06266242360838664"
"30","0.046535199237572634","0.046535199237572634","0.046535199237572634","0.055582108504529236","0.055582108504529236","0.055582108504529236","0.046049841076635116","0.046049841076635116","0.046049841076635116"
"31","0.06918388469423105","0.06918388469423105","0.06918388469423105","0.048161347240970716","0.048161347240970716","0.048161347240970716","0.06843173835081945","0.06843173835081945","0.06843173835081945"
"32","0.052687366877795544","0.052687366877795544","0.052687366877795544","0.05294942573160413","0.05294942573160413","0.05294942573160413","0.05304814646907911","0.05304814646907911","0.05304814646907911"
"33","0.054689166105146764","0.054689166105146764","0.054689166105146764","0.05284271961149767","0.05284271961149767","0.05284271961149767","0.05515418807910625","0.05515418807910625","0.05515418807910625"
"34","0.0762758135304689","0.0762758135304689","0.0762758135304689","0.04915412595299119","0.04915412595299119","0.04915412595299119","0.07456062208401727","0.07456062208401727","0.07456062208401727"
"35","0.04315585708946159","0.04315585708946159","0.04315585708946159","0.04503507238604386","0.04503507238604386","0.04503507238604386","0.04338303568598477","0.04338303568598477","0.04338303568598477"
"36","0.04736701081970032","0.04736701081970032","0.04736701081970032","0.04678998088805915","0.04678998088805915","0.04678998088805915","0.04762121804786199","0.04762121804786199","0.04762121804786199"
"37","0.09808542117087463","0.09808542117087463","0.09808542117087463","0.055188008516592016","0.055188008516592016","0.055188008516592016","0.09600492881746732","0.09600492881746732","0.09600492881746732"
"38","0.04600503534122711","0.04600503534122711","0.04600503534122711","0.051092058185974634","0.051092058185974634","0.051092058185974634","0.04624011208181632","0.04624011208181632","0.04624011208181632"
"39","0.03623425673078175","0.03623425673078175","0.03623425673078175","0.05063643293619691","0.05063643293619691","0.05063643293619691","0.03669625742450405","0.03669625742450405","0.03669625742450405"
"40","0.04179814965228699","0.04179814965228699","0.04179814965228699","0.046137831320021284","0.046137831320021284","0.046137831320021284","0.04239791180054545","0.04239791180054545","0.04239791180054545"
"41","0.04139238861966539","0.04139238861966539","0.04139238861966539","0.04279579904301596","0.04279579904301596","0.04279579904301596","0.04396627656838387","0.04396627656838387","0.04396627656838387"
"42","0.03191040372789521","0.03191040372789521","0.03191040372789521","0.047849434155295634","0.047849434155295634","0.047849434155295634","0.03266555472931383","0.03266555472931383","0.03266555472931383"
"43","0.04934875168052563","0.04934875168052563","0.04934875168052563","0.04319332880655859","0.04319332880655859","0.04319332880655859","0.050453368754700356","0.050453368754700356","0.050453368754700356"
"44","0.033665966963815984","0.033665966963815984","0.033665966963815984","0.043901212099053136","0.043901212099053136","0.043901212099053136","0.034487268423157934","0.034487268423157934","0.034487268423157934"
"45","0.0756024418293112","0.0756024418293112","0.0756024418293112","0.04163001922704746","0.04163001922704746","0.04163001922704746","0.07706512150787026","0.07706512150787026","0.07706512150787026"
"46","0.03838238219899161","0.03838238219899161","0.03838238219899161","0.039591181056946305","0.039591181056946305","0.039591181056946305","0.037937606351893395","0.037937606351893395","0.037937606351893395"
"47","0.08211814685892596","0.08211814685892596","0.08211814685892596","0.03416439080175985","0.03416439080175985","0.03416439080175985","0.08227246138979749","0.08227246138979749","0.08227246138979749"
"48","0.04673331726626443","0.04673331726626443","0.04673331726626443","0.047433157935149614","0.047433157935149614","0.047433157935149614","0.048299751667745604","0.048299751667745604","0.048299751667745604"
"49","0.03388694102684571","0.03388694102684571","0.03388694102684571","0.04166798112265073","0.04166798112265073","0.04166798112265073","0.03533518659233422","0.03533518659233422","0.03533518659233422"
"50","0.05913486043635946","0.05913486043635946","0.05913486043635946","0.042858925024933534","0.042858925024933534","0.042858925024933534","0.05852139594002173","0.05852139594002173","0.05852139594002173"
"51","0.06020639540220929","0.06020639540220929","0.06020639540220929","0.044918252289112566","0.044918252289112566","0.044918252289112566","0.06126972026934138","0.06126972026934138","0.06126972026934138"
"52","0.058482599473332224","0.058482599473332224","0.058482599473332224","0.03907262416469584","0.03907262416469584","0.03907262416469584","0.0583930698033719","0.0583930698033719","0.0583930698033719"
"53","0.027493199367703218","0.027493199367703218","0.027493199367703218","0.038832448581563525","0.038832448581563525","0.038832448581563525","0.027329484179610647","0.027329484179610647","0.027329484179610647"
"54","0.08697057375469493","0.08697057375469493","0.08697057375469493","0.04285643281204552","0.04285643281204552","0.04285643281204552","0.08506086880339742","0.08506086880339742","0.08506086880339742"
"55","0.05043559028232686","0.05043559028232686","0.05043559028232686","0.039502380606815685","0.039502380606815685","0.039502380606815685","0.048581028289594826","0.048581028289594826","0.048581028289594826"
"56","0.041890127031532984","0.041890127031532984","0.041890127031532984","0.0430473538523393","0.0430473538523393","0.0430473538523393","0.041861422949609664","0.041861422949609664","0.041861422949609664"
"57","0.034537483869004584","0.034537483869004584","0.034537483869004584","0.03946891731480287","0.03946891731480287","0.03946891731480287","0.03656740520735438","0.03656740520735438","0.03656740520735438"
"58","0.06754108877821463","0.06754108877821463","0.06754108877821463","0.039592054956114744","0.039592054956114744","0.039592054956114744","0.06797184772830596","0.06797184772830596","0.06797184772830596"
"59","0.046101680537609574","0.046101680537609574","0.046101680537609574","0.03902886787939995","0.03902886787939995","0.03902886787939995","0.04529968573356343","0.04529968573356343","0.04529968573356343"
"60","0.05905799251518178","0.05905799251518178","0.05905799251518178","0.044194703080427035","0.044194703080427035","0.044194703080427035","0.059511624949267185","0.059511624949267185","0.059511624949267185"
"61","0.04557254695615596","0.04557254695615596","0.04557254695615596","0.035319222772153304","0.035319222772153304","0.035319222772153304","0.045341197440688895","0.045341197440688895","0.045341197440688895"
"62","0.0986962023052122","0.0986962023052122","0.0986962023052122","0.039561983129823834","0.039561983129823834","0.039561983129823834","0.09738265996004213","0.09738265996004213","0.09738265996004213"
"63","0.03301275607033354","0.03301275607033354","0.03301275607033354","0.035310121497325","0.035310121497325","0.035310121497325","0.033677578189782634","0.033677578189782634","0.033677578189782634"
"64","0.06292501255790221","0.06292501255790221","0.06292501255790221","0.038736390009694296","0.038736390009694296","0.038736390009694296","0.06320296867043576","0.06320296867043576","0.06320296867043576"
"65","0.14470643625416071","0.14470643625416071","0.14470643625416071","0.03643783983767037","0.03643783983767037","0.03643783983767037","0.1420932036817134","0.1420932036817134","0.1420932036817134"
"66","0.04702798460733937","0.04702798460733937","0.04702798460733937","0.04019569736940841","0.04019569736940841","0.04019569736940841","0.04667283862247572","0.04667283862247572","0.04667283862247572"
"67","0.037217917706532024","0.037217917706532024","0.037217917706532024","0.034719297205145216","0.034719297205145216","0.034719297205145216","0.037624305471455254","0.037624305471455254","0.037624305471455254"
"68","0.05905067720340799","0.05905067720340799","0.05905067720340799","0.039396451526300974","0.039396451526300974","0.039396451526300974","0.05927577202118073","0.05927577202118073","0.05927577202118073"
"69","0.038196464329361024","0.038196464329361024","0.038196464329361024","0.03753736346389989","0.03753736346389989","0.03753736346389989","0.03850367409401014","0.03850367409401014","0.03850367409401014"
"70","0.07126529764138452","0.07126529764138452","0.07126529764138452","0.042545164644267955","0.042545164644267955","0.042545164644267955","0.07278544516692922","0.07278544516692922","0.07278544516692922"
"71","0.03917798295032211","0.03917798295032211","0.03917798295032211","0.036816634953905615","0.036816634953905615","0.036816634953905615","0.03850389131342475","0.03850389131342475","0.03850389131342475"
"72","0.043920508285250195","0.043920508285250195","0.043920508285250195","0.035349843155008866","0.035349843155008866","0.035349843155008866","0.04590450612939988","0.04590450612939988","0.04590450612939988"
"73","0.045452972882263444","0.045452972882263444","0.045452972882263444","0.039838237587837416","0.039838237587837416","0.039838237587837416","0.04721028010124978","0.04721028010124978","0.04721028010124978"
"74","0.039276630720818106","0.039276630720818106","0.039276630720818106","0.03338169928802928","0.03338169928802928","0.03338169928802928","0.0402997373969118","0.0402997373969118","0.0402997373969118"
"75","0.043004445073917964","0.043004445073917964","0.043004445073917964","0.04328958193693221","0.04328958193693221","0.04328958193693221","0.043560474682357235","0.043560474682357235","0.043560474682357235"
"76","0.07360909550565331","0.07360909550565331","0.07360909550565331","0.039948159370602386","0.039948159370602386","0.039948159370602386","0.07286737114258747","0.07286737114258747","0.07286737114258747"
"77","0.04969992241708262","0.04969992241708262","0.04969992241708262","0.037235211997415626","0.037235211997415626","0.037235211997415626","0.04996193782516227","0.04996193782516227","0.04996193782516227"
"78","0.09354341456844703","0.09354341456844703","0.09354341456844703","0.03309372950948671","0.03309372950948671","0.03309372950948671","0.0934955707060703","0.0934955707060703","0.0934955707060703"
"79","0.030241258555702828","0.030241258555702828","0.030241258555702828","0.04085220479011565","0.04085220479011565","0.04085220479011565","0.03031333229018072","0.03031333229018072","0.03031333229018072"
"80","0.01932895217710091","0.01932895217710091","0.01932895217710091","0.04241283052664212","0.04241283052664212","0.04241283052664212","0.019787079337002928","0.019787079337002928","0.019787079337002928"
"81","0.07167855569710839","0.07167855569710839","0.07167855569710839","0.039158237530563494","0.039158237530563494","0.039158237530563494","0.07131754446910844","0.07131754446910844","0.07131754446910844"
"82","0.03825472546937911","0.03825472546937911","0.03825472546937911","0.03032642892982103","0.03032642892982103","0.03032642892982103","0.03742815024250759","0.03742815024250759","0.03742815024250759"
"83","0.03180956189344412","0.03180956189344412","0.03180956189344412","0.036614494763509094","0.036614494763509094","0.036614494763509094","0.03202101280514492","0.03202101280514492","0.03202101280514492"
"84","0.04361838549432323","0.04361838549432323","0.04361838549432323","0.03345804608214075","0.03345804608214075","0.03345804608214075","0.043728012372948565","0.043728012372948565","0.043728012372948565"
"85","0.03466469914123946","0.03466469914123946","0.03466469914123946","0.033070343295970715","0.033070343295970715","0.033070343295970715","0.0340347830361502","0.0340347830361502","0.0340347830361502"
"86","0.03270718219946346","0.03270718219946346","0.03270718219946346","0.03291432920931158","0.03291432920931158","0.03291432920931158","0.032920427082004974","0.032920427082004974","0.032920427082004974"
"87","0.03996610489003432","0.03996610489003432","0.03996610489003432","0.04057615292452683","0.04057615292452683","0.04057615292452683","0.03899254647158543","0.03899254647158543","0.03899254647158543"
"88","0.04182865944317642","0.04182865944317642","0.04182865944317642","0.03348721746975826","0.03348721746975826","0.03348721746975826","0.04135858264193253","0.04135858264193253","0.04135858264193253"
"89","0.05692676006591628","0.05692676006591628","0.05692676006591628","0.03727126155170847","0.03727126155170847","0.03727126155170847","0.056907932455150884","0.056907932455150884","0.056907932455150884"
"90","0.05536709261993509","0.05536709261993509","0.05536709261993509","0.0374387193889436","0.0374387193889436","0.0374387193889436","0.054281637888984845","0.054281637888984845","0.054281637888984845"
"91","0.04549060071886255","0.04549060071886255","0.04549060071886255","0.03639909654035768","0.03639909654035768","0.03639909654035768","0.04589809575366455","0.04589809575366455","0.04589809575366455"
"92","0.060905790722713335","0.060905790722713335","0.060905790722713335","0.031720513405502755","0.031720513405502755","0.031720513405502755","0.05956710209391688","0.05956710209391688","0.05956710209391688"
"93","0.09272465829240747","0.09272465829240747","0.09272465829240747","0.03581103660918459","0.03581103660918459","0.03581103660918459","0.09320464176253637","0.09320464176253637","0.09320464176253637"
"94","0.03543053816758109","0.03543053816758109","0.03543053816758109","0.038380009551702975","0.038380009551702975","0.038380009551702975","0.03561328588052595","0.03561328588052595","0.03561328588052595"
"95","0.05181417378976312","0.05181417378976312","0.05181417378976312","0.03383405588749857","0.03383405588749857","0.03383405588749857","0.051249081569699186","0.051249081569699186","0.051249081569699186"
"96","0.03730219747396597","0.03730219747396597","0.03730219747396597","0.03600715231780177","0.03600715231780177","0.03600715231780177","0.037058594676170634","0.037058594676170634","0.037058594676170634"
"97","0.04952050659085347","0.04952050659085347","0.04952050659085347","0.02827571814500617","0.02827571814500617","0.02827571814500617","0.04873823003496025","0.04873823003496025","0.04873823003496025"
"98","0.026812937302757495","0.026812937302757495","0.026812937302757495","0.031073258439472125","0.031073258439472125","0.031073258439472125","0.026362718788289354","0.026362718788289354","0.026362718788289354"
"99","0.034465857875051624","0.034465857875051624","0.034465857875051624","0.03073617839666025","0.03073617839666025","0.03073617839666025","0.034461290794191725","0.034461290794191725","0.034461290794191725"
"100","0.05374232653336439","0.05374232653336439","0.05374232653336439","0.0314852201274501","0.0314852201274501","0.0314852201274501","0.05401985905861994","0.05401985905861994","0.05401985905861994"
"101","0.04378487397038637","0.04378487397038637","0.04378487397038637","0.03066835526469395","0.03066835526469395","0.03066835526469395","0.044275203304862405","0.044275203304862405","0.044275203304862405"
"102","0.023265780165335176","0.023265780165335176","0.023265780165335176","0.031003417264770995","0.031003417264770995","0.031003417264770995","0.024575185257965718","0.024575185257965718","0.024575185257965718"
"103","0.055469352353402265","0.055469352353402265","0.055469352353402265","0.03465878221175753","0.03465878221175753","0.03465878221175753","0.055182373471056645","0.055182373471056645","0.055182373471056645"
"104","0.015541528740891944","0.015541528740891944","0.015541528740891944","0.03138800274074153","0.03138800274074153","0.03138800274074153","0.0159264818260533","0.0159264818260533","0.0159264818260533"
"105","0.024282546122149123","0.024282546122149123","0.024282546122149123","0.03529408041407566","0.03529408041407566","0.03529408041407566","0.023440382802926773","0.023440382802926773","0.023440382802926773"
"106","0.04668088269417479","0.04668088269417479","0.04668088269417479","0.03377477102891381","0.03377477102891381","0.03377477102891381","0.04745972610517698","0.04745972610517698","0.04745972610517698"
"107","0.04997368589880695","0.04997368589880695","0.04997368589880695","0.036444904242262696","0.036444904242262696","0.036444904242262696","0.05040704965637038","0.05040704965637038","0.05040704965637038"
"108","0.03338228881142496","0.03338228881142496","0.03338228881142496","0.03053905061821534","0.03053905061821534","0.03053905061821534","0.03318094014951543","0.03318094014951543","0.03318094014951543"
"109","0.03440859685514153","0.03440859685514153","0.03440859685514153","0.027638195290737477","0.027638195290737477","0.027638195290737477","0.03395507062435882","0.03395507062435882","0.03395507062435882"
"110","0.06854470247518252","0.06854470247518252","0.06854470247518252","0.03106595835326558","0.03106595835326558","0.03106595835326558","0.06957593924477115","0.06957593924477115","0.06957593924477115"
"111","0.027118787078487045","0.027118787078487045","0.027118787078487045","0.037070330396391245","0.037070330396391245","0.037070330396391245","0.027423435661407754","0.027423435661407754","0.027423435661407754"
"112","0.03443393614832985","0.03443393614832985","0.03443393614832985","0.03328306334266983","0.03328306334266983","0.03328306334266983","0.034113588036701094","0.034113588036701094","0.034113588036701094"
"113","0.0544343220600067","0.0544343220600067","0.0544343220600067","0.029677921702737756","0.029677921702737756","0.029677921702737756","0.05298160885077128","0.05298160885077128","0.05298160885077128"
"114","0.057409039478535914","0.057409039478535914","0.057409039478535914","0.030719728588323426","0.030719728588323426","0.030719728588323426","0.057303624121227775","0.057303624121227775","0.057303624121227775"
"115","0.04849113416474371","0.04849113416474371","0.04849113416474371","0.03118079283030808","0.03118079283030808","0.03118079283030808","0.04859284739125181","0.04859284739125181","0.04859284739125181"
"116","0.030258141011333315","0.030258141011333315","0.030258141011333315","0.028536030421822123","0.028536030421822123","0.028536030421822123","0.030594326155389994","0.030594326155389994","0.030594326155389994"
"117","0.023869412659033744","0.023869412659033744","0.023869412659033744","0.028772443560932146","0.028772443560932146","0.028772443560932146","0.0243641164439995","0.0243641164439995","0.0243641164439995"
"118","0.024598456173707435","0.024598456173707435","0.024598456173707435","0.02895443218901605","0.02895443218901605","0.02895443218901605","0.025675601581073487","0.025675601581073487","0.025675601581073487"
"119","0.027320045538190455","0.027320045538190455","0.027320045538190455","0.030735606204298088","0.030735606204298088","0.030735606204298088","0.027632521381040512","0.027632521381040512","0.027632521381040512"
"120","0.02563107184395747","0.02563107184395747","0.02563107184395747","0.031016764401549667","0.031016764401549667","0.031016764401549667","0.025815750248815692","0.025815750248815692","0.025815750248815692"
"121","0.05241613115948077","0.05241613115948077","0.05241613115948077","0.03005551302818627","0.03005551302818627","0.03005551302818627","0.05178110001002037","0.05178110001002037","0.05178110001002037"
"122","0.08459984675016609","0.08459984675016609","0.08459984675016609","0.03383470973311212","0.03383470973311212","0.03383470973311212","0.08329439047164308","0.08329439047164308","0.08329439047164308"
"123","0.041321669382495055","0.041321669382495055","0.041321669382495055","0.033894771590226885","0.033894771590226885","0.033894771590226885","0.04118631168563802","0.04118631168563802","0.04118631168563802"
"124","0.024476089833159877","0.024476089833159877","0.024476089833159877","0.02627928457481146","0.02627928457481146","0.02627928457481146","0.025160009599964506","0.025160009599964506","0.025160009599964506"
"125","0.033409493793145485","0.033409493793145485","0.033409493793145485","0.034990252934956084","0.034990252934956084","0.034990252934956084","0.03369480776447754","0.03369480776447754","0.03369480776447754"
"126","0.035044909360600694","0.035044909360600694","0.035044909360600694","0.03345816164082217","0.03345816164082217","0.03345816164082217","0.0347878110740467","0.0347878110740467","0.0347878110740467"
"127","0.047949795473519755","0.047949795473519755","0.047949795473519755","0.032503341069073065","0.032503341069073065","0.032503341069073065","0.047106740098444504","0.047106740098444504","0.047106740098444504"
"128","0.023104512048206634","0.023104512048206634","0.023104512048206634","0.03137104668197311","0.03137104668197311","0.03137104668197311","0.023096568260861112","0.023096568260861112","0.023096568260861112"
"129","0.046142100464951735","0.046142100464951735","0.046142100464951735","0.029415126086269696","0.029415126086269696","0.029415126086269696","0.04594650325080226","0.04594650325080226","0.04594650325080226"
"130","0.02391300233390184","0.02391300233390184","0.02391300233390184","0.029014186330559306","0.029014186330559306","0.029014186330559306","0.024136165265571836","0.024136165265571836","0.024136165265571836"
"131","0.0678561814144985","0.0678561814144985","0.0678561814144985","0.03232910066476064","0.03232910066476064","0.03232910066476064","0.06671958335769512","0.06671958335769512","0.06671958335769512"
"132","0.030945410035886595","0.030945410035886595","0.030945410035886595","0.032908383973910486","0.032908383973910486","0.032908383973910486","0.0316656710683948","0.0316656710683948","0.0316656710683948"
"133","0.035384950545651196","0.035384950545651196","0.035384950545651196","0.027925870702875895","0.027925870702875895","0.027925870702875895","0.036256156436603695","0.036256156436603695","0.036256156436603695"
"134","0.08396837135623342","0.08396837135623342","0.08396837135623342","0.02601315192726664","0.02601315192726664","0.02601315192726664","0.08257630059916153","0.08257630059916153","0.08257630059916153"
"135","0.05287302844719911","0.05287302844719911","0.05287302844719911","0.03239304372561256","0.03239304372561256","0.03239304372561256","0.05158927162281609","0.05158927162281609","0.05158927162281609"
"136","0.08729471910338467","0.08729471910338467","0.08729471910338467","0.02881292393080661","0.02881292393080661","0.02881292393080661","0.0863800912977032","0.0863800912977032","0.0863800912977032"
"137","0.052957900976884534","0.052957900976884534","0.052957900976884534","0.02965164953950621","0.02965164953950621","0.02965164953950621","0.05252483065762034","0.05252483065762034","0.05252483065762034"
"138","0.05939857313595853","0.05939857313595853","0.05939857313595853","0.02800580588451297","0.02800580588451297","0.02800580588451297","0.05857003030965251","0.05857003030965251","0.05857003030965251"
"139","0.052381483886445465","0.052381483886445465","0.052381483886445465","0.031420934786222154","0.031420934786222154","0.031420934786222154","0.052237432681838586","0.052237432681838586","0.052237432681838586"
"140","0.0381486706639761","0.0381486706639761","0.0381486706639761","0.028139200875889447","0.028139200875889447","0.028139200875889447","0.03972591540251349","0.03972591540251349","0.03972591540251349"
"141","0.027949650529598188","0.027949650529598188","0.027949650529598188","0.03312684588373329","0.03312684588373329","0.03312684588373329","0.028081257153430413","0.028081257153430413","0.028081257153430413"
"142","0.024368304025594235","0.024368304025594235","0.024368304025594235","0.03156779310845515","0.03156779310845515","0.03156779310845515","0.025340290378819925","0.025340290378819925","0.025340290378819925"
"143","0.07543956657279799","0.07543956657279799","0.07543956657279799","0.028718651402961547","0.028718651402961547","0.028718651402961547","0.07353372266348454","0.07353372266348454","0.07353372266348454"
"144","0.025033046641161648","0.025033046641161648","0.025033046641161648","0.02496005409077429","0.02496005409077429","0.02496005409077429","0.0249715839616963","0.0249715839616963","0.0249715839616963"
"145","0.04759790960395962","0.04759790960395962","0.04759790960395962","0.0293021781879114","0.0293021781879114","0.0293021781879114","0.04791119098681208","0.04791119098681208","0.04791119098681208"
"146","0.04185568599544091","0.04185568599544091","0.04185568599544091","0.02985504310092911","0.02985504310092911","0.02985504310092911","0.041810679862249414","0.041810679862249414","0.041810679862249414"
"147","0.020421247477697146","0.020421247477697146","0.020421247477697146","0.02859461534473912","0.02859461534473912","0.02859461534473912","0.020885765260964445","0.020885765260964445","0.020885765260964445"
"148","0.046197563904887995","0.046197563904887995","0.046197563904887995","0.029254446987734814","0.029254446987734814","0.029254446987734814","0.04653037425645858","0.04653037425645858","0.04653037425645858"
"149","0.03196943395060459","0.03196943395060459","0.03196943395060459","0.02925226837117654","0.02925226837117654","0.02925226837117654","0.031589057283089826","0.031589057283089826","0.031589057283089826"
"150","0.0490284236948806","0.0490284236948806","0.0490284236948806","0.026549170844043644","0.026549170844043644","0.026549170844043644","0.04925295770657768","0.04925295770657768","0.04925295770657768"
"151","0.02327307593091963","0.02327307593091963","0.02327307593091963","0.029525345047067435","0.029525345047067435","0.029525345047067435","0.02320116940841507","0.02320116940841507","0.02320116940841507"
"152","0.044857811481865566","0.044857811481865566","0.044857811481865566","0.032418544996332274","0.032418544996332274","0.032418544996332274","0.04508927146278151","0.04508927146278151","0.04508927146278151"
"153","0.06390447178308883","0.06390447178308883","0.06390447178308883","0.026724759977453272","0.026724759977453272","0.026724759977453272","0.062262406857459776","0.062262406857459776","0.062262406857459776"
"154","0.03285933258995543","0.03285933258995543","0.03285933258995543","0.030228482236484038","0.030228482236484038","0.030228482236484038","0.03410056456154603","0.03410056456154603","0.03410056456154603"
"155","0.0454934474647331","0.0454934474647331","0.0454934474647331","0.032306920624845976","0.032306920624845976","0.032306920624845976","0.04530069922547686","0.04530069922547686","0.04530069922547686"
"156","0.025335507031197906","0.025335507031197906","0.025335507031197906","0.025289262171135272","0.025289262171135272","0.025289262171135272","0.026366930237985937","0.026366930237985937","0.026366930237985937"
"157","0.06555899905646811","0.06555899905646811","0.06555899905646811","0.026144507129121985","0.026144507129121985","0.026144507129121985","0.0651247856700387","0.0651247856700387","0.0651247856700387"
"158","0.039551949117057957","0.039551949117057957","0.039551949117057957","0.03079280271585052","0.03079280271585052","0.03079280271585052","0.04017762023619836","0.04017762023619836","0.04017762023619836"
"159","0.029352248189160057","0.029352248189160057","0.029352248189160057","0.024940313331019707","0.024940313331019707","0.024940313331019707","0.030081095943832337","0.030081095943832337","0.030081095943832337"
