"Step","polished-universe-62 - Test_loss","polished-universe-62 - Test_loss__MIN","polished-universe-62 - Test_loss__MAX","polished-universe-62 - Train_loss","polished-universe-62 - Train_loss__MIN","polished-universe-62 - Train_loss__MAX","polished-universe-62 - Val_loss","polished-universe-62 - Val_loss__MIN","polished-universe-62 - Val_loss__MAX"
"57","0.1488845944404602","0.1488845944404602","0.1488845944404602","0.14292007684707642","0.14292007684707642","0.14292007684707642","0.15441299974918365","0.15441299974918365","0.15441299974918365"
"58","0.14674636721611023","0.14674636721611023","0.14674636721611023","0.14187192916870117","0.14187192916870117","0.14187192916870117","0.1512988656759262","0.1512988656759262","0.1512988656759262"
"59","0.14036573469638824","0.14036573469638824","0.14036573469638824","0.14157283306121826","0.14157283306121826","0.14157283306121826","0.1455766260623932","0.1455766260623932","0.1455766260623932"
"60","0.1364789456129074","0.1364789456129074","0.1364789456129074","0.1436769962310791","0.1436769962310791","0.1436769962310791","0.1415504813194275","0.1415504813194275","0.1415504813194275"
"61","0.142511248588562","0.142511248588562","0.142511248588562","0.14086392521858215","0.14086392521858215","0.14086392521858215","0.1471846103668213","0.1471846103668213","0.1471846103668213"
"62","0.13559217751026154","0.13559217751026154","0.13559217751026154","0.14464040100574493","0.14464040100574493","0.14464040100574493","0.1396486759185791","0.1396486759185791","0.1396486759185791"
"63","0.13214927911758423","0.13214927911758423","0.13214927911758423","0.1396353840827942","0.1396353840827942","0.1396353840827942","0.13679906725883484","0.13679906725883484","0.13679906725883484"
"64","0.1337948590517044","0.1337948590517044","0.1337948590517044","0.14180798828601837","0.14180798828601837","0.14180798828601837","0.13742703199386597","0.13742703199386597","0.13742703199386597"
"65","0.127742737531662","0.127742737531662","0.127742737531662","0.1357763707637787","0.1357763707637787","0.1357763707637787","0.13160990178585052","0.13160990178585052","0.13160990178585052"
"66","0.1313246637582779","0.1313246637582779","0.1313246637582779","0.12732204794883728","0.12732204794883728","0.12732204794883728","0.13604842126369476","0.13604842126369476","0.13604842126369476"
"67","0.12744680047035217","0.12744680047035217","0.12744680047035217","0.12957771122455597","0.12957771122455597","0.12957771122455597","0.13148216903209686","0.13148216903209686","0.13148216903209686"
"68","0.13063211739063263","0.13063211739063263","0.13063211739063263","0.129109188914299","0.129109188914299","0.129109188914299","0.13310514390468597","0.13310514390468597","0.13310514390468597"
"69","0.12169893085956573","0.12169893085956573","0.12169893085956573","0.12919722497463226","0.12919722497463226","0.12919722497463226","0.12481144070625305","0.12481144070625305","0.12481144070625305"
"70","0.1213502436876297","0.1213502436876297","0.1213502436876297","0.12283283472061157","0.12283283472061157","0.12283283472061157","0.1251867264509201","0.1251867264509201","0.1251867264509201"
"71","0.11900443583726883","0.11900443583726883","0.11900443583726883","0.12086118757724762","0.12086118757724762","0.12086118757724762","0.12290094792842865","0.12290094792842865","0.12290094792842865"
"72","0.12124330550432205","0.12124330550432205","0.12124330550432205","0.11999648064374924","0.11999648064374924","0.11999648064374924","0.12543155252933502","0.12543155252933502","0.12543155252933502"
"73","0.12455204129219055","0.12455204129219055","0.12455204129219055","0.12319759279489517","0.12319759279489517","0.12319759279489517","0.128897026181221","0.128897026181221","0.128897026181221"
"74","0.12221047282218933","0.12221047282218933","0.12221047282218933","0.12104004621505737","0.12104004621505737","0.12104004621505737","0.12650950253009796","0.12650950253009796","0.12650950253009796"
"75","0.1181143969297409","0.1181143969297409","0.1181143969297409","0.11790932714939117","0.11790932714939117","0.11790932714939117","0.12187475711107254","0.12187475711107254","0.12187475711107254"
"76","0.11827770620584488","0.11827770620584488","0.11827770620584488","0.11768672615289688","0.11768672615289688","0.11768672615289688","0.12178018689155579","0.12178018689155579","0.12178018689155579"
"77","0.1257072240114212","0.1257072240114212","0.1257072240114212","0.12196274846792221","0.12196274846792221","0.12196274846792221","0.12911441922187805","0.12911441922187805","0.12911441922187805"
"78","0.11797919869422913","0.11797919869422913","0.11797919869422913","0.12334010004997253","0.12334010004997253","0.12334010004997253","0.1210467591881752","0.1210467591881752","0.1210467591881752"
"79","0.1172199472784996","0.1172199472784996","0.1172199472784996","0.11797614395618439","0.11797614395618439","0.11797614395618439","0.1206178218126297","0.1206178218126297","0.1206178218126297"
"80","0.11146322637796402","0.11146322637796402","0.11146322637796402","0.11424186825752258","0.11424186825752258","0.11424186825752258","0.11469198018312454","0.11469198018312454","0.11469198018312454"
"81","0.11778142303228378","0.11778142303228378","0.11778142303228378","0.11395437270402908","0.11395437270402908","0.11395437270402908","0.12175142765045166","0.12175142765045166","0.12175142765045166"
"82","0.10861247032880783","0.10861247032880783","0.10861247032880783","0.11280299723148346","0.11280299723148346","0.11280299723148346","0.1113821417093277","0.1113821417093277","0.1113821417093277"
"83","0.11167433857917786","0.11167433857917786","0.11167433857917786","0.10838782787322998","0.10838782787322998","0.10838782787322998","0.11491125822067261","0.11491125822067261","0.11491125822067261"
"84","0.11280088871717453","0.11280088871717453","0.11280088871717453","0.1136375367641449","0.1136375367641449","0.1136375367641449","0.11617064476013184","0.11617064476013184","0.11617064476013184"
"85","0.10567282885313034","0.10567282885313034","0.10567282885313034","0.10839257389307022","0.10839257389307022","0.10839257389307022","0.10822349786758423","0.10822349786758423","0.10822349786758423"
"86","0.11013365536928177","0.11013365536928177","0.11013365536928177","0.10732261836528778","0.10732261836528778","0.10732261836528778","0.11302873492240906","0.11302873492240906","0.11302873492240906"
"87","0.11153055727481842","0.11153055727481842","0.11153055727481842","0.10797266662120819","0.10797266662120819","0.10797266662120819","0.11480466276407242","0.11480466276407242","0.11480466276407242"
"88","0.1073022186756134","0.1073022186756134","0.1073022186756134","0.11052341759204865","0.11052341759204865","0.11052341759204865","0.1103387326002121","0.1103387326002121","0.1103387326002121"
"89","0.10551668703556061","0.10551668703556061","0.10551668703556061","0.10677729547023773","0.10677729547023773","0.10677729547023773","0.10875362157821655","0.10875362157821655","0.10875362157821655"
"90","0.10191477090120316","0.10191477090120316","0.10191477090120316","0.10490519553422928","0.10490519553422928","0.10490519553422928","0.10486248135566711","0.10486248135566711","0.10486248135566711"
"91","0.11252927035093307","0.11252927035093307","0.11252927035093307","0.10640294849872589","0.10640294849872589","0.10640294849872589","0.11446765065193176","0.11446765065193176","0.11446765065193176"
"92","0.10437057912349701","0.10437057912349701","0.10437057912349701","0.10872575640678406","0.10872575640678406","0.10872575640678406","0.10691617429256439","0.10691617429256439","0.10691617429256439"
"93","0.10617779195308685","0.10617779195308685","0.10617779195308685","0.10582335293292999","0.10582335293292999","0.10582335293292999","0.10920922458171844","0.10920922458171844","0.10920922458171844"
"94","0.11524981260299683","0.11524981260299683","0.11524981260299683","0.10524750500917435","0.10524750500917435","0.10524750500917435","0.11804147064685822","0.11804147064685822","0.11804147064685822"
"95","0.10507794469594955","0.10507794469594955","0.10507794469594955","0.10852877050638199","0.10852877050638199","0.10852877050638199","0.10866592079401016","0.10866592079401016","0.10866592079401016"
"96","0.10229773819446564","0.10229773819446564","0.10229773819446564","0.10282698273658752","0.10282698273658752","0.10282698273658752","0.10494294762611389","0.10494294762611389","0.10494294762611389"
"97","0.10902818292379379","0.10902818292379379","0.10902818292379379","0.10222858935594559","0.10222858935594559","0.10222858935594559","0.1125052273273468","0.1125052273273468","0.1125052273273468"
"98","0.10213380306959152","0.10213380306959152","0.10213380306959152","0.1059618815779686","0.1059618815779686","0.1059618815779686","0.10476147383451462","0.10476147383451462","0.10476147383451462"
"99","0.10397353023290634","0.10397353023290634","0.10397353023290634","0.1047922670841217","0.1047922670841217","0.1047922670841217","0.10646134614944458","0.10646134614944458","0.10646134614944458"
"100","0.10008341819047928","0.10008341819047928","0.10008341819047928","0.10292549431324005","0.10292549431324005","0.10292549431324005","0.102505162358284","0.102505162358284","0.102505162358284"
"101","0.09726565331220627","0.09726565331220627","0.09726565331220627","0.09985838830471039","0.09985838830471039","0.09985838830471039","0.09970635175704956","0.09970635175704956","0.09970635175704956"
"102","0.09947218000888824","0.09947218000888824","0.09947218000888824","0.10032857954502106","0.10032857954502106","0.10032857954502106","0.10229507833719254","0.10229507833719254","0.10229507833719254"
"103","0.10467518121004105","0.10467518121004105","0.10467518121004105","0.10355640202760696","0.10355640202760696","0.10355640202760696","0.10677255690097809","0.10677255690097809","0.10677255690097809"
"104","0.10019290447235107","0.10019290447235107","0.10019290447235107","0.10215378552675247","0.10215378552675247","0.10215378552675247","0.10289313644170761","0.10289313644170761","0.10289313644170761"
"105","0.1036531925201416","0.1036531925201416","0.1036531925201416","0.10055690258741379","0.10055690258741379","0.10055690258741379","0.10536313056945801","0.10536313056945801","0.10536313056945801"
"106","0.09602562338113785","0.09602562338113785","0.09602562338113785","0.10118387639522552","0.10118387639522552","0.10118387639522552","0.09779974818229675","0.09779974818229675","0.09779974818229675"
"107","0.09255165606737137","0.09255165606737137","0.09255165606737137","0.09671257436275482","0.09671257436275482","0.09671257436275482","0.09472914040088654","0.09472914040088654","0.09472914040088654"
"108","0.09326823800802231","0.09326823800802231","0.09326823800802231","0.09515440464019775","0.09515440464019775","0.09515440464019775","0.09578027576208115","0.09578027576208115","0.09578027576208115"
"109","0.09373287856578827","0.09373287856578827","0.09373287856578827","0.09318940341472626","0.09318940341472626","0.09318940341472626","0.0960405170917511","0.0960405170917511","0.0960405170917511"
"110","0.09352488815784454","0.09352488815784454","0.09352488815784454","0.09331207722425461","0.09331207722425461","0.09331207722425461","0.09544964879751205","0.09544964879751205","0.09544964879751205"
"111","0.09170156717300415","0.09170156717300415","0.09170156717300415","0.09372387081384659","0.09372387081384659","0.09372387081384659","0.09400639683008194","0.09400639683008194","0.09400639683008194"
"112","0.08993583172559738","0.08993583172559738","0.08993583172559738","0.09162069857120514","0.09162069857120514","0.09162069857120514","0.09208562970161438","0.09208562970161438","0.09208562970161438"
"113","0.09499701857566833","0.09499701857566833","0.09499701857566833","0.09446711093187332","0.09446711093187332","0.09446711093187332","0.09761582314968109","0.09761582314968109","0.09761582314968109"
"114","0.09070980548858643","0.09070980548858643","0.09070980548858643","0.09184027463197708","0.09184027463197708","0.09184027463197708","0.09297772496938705","0.09297772496938705","0.09297772496938705"
"115","0.09282049536705017","0.09282049536705017","0.09282049536705017","0.09297096729278564","0.09297096729278564","0.09297096729278564","0.09479286521673203","0.09479286521673203","0.09479286521673203"
"116","0.09944108873605728","0.09944108873605728","0.09944108873605728","0.091394804418087","0.091394804418087","0.091394804418087","0.1018538847565651","0.1018538847565651","0.1018538847565651"
"117","0.09503109008073807","0.09503109008073807","0.09503109008073807","0.09533068537712097","0.09533068537712097","0.09533068537712097","0.09759834408760071","0.09759834408760071","0.09759834408760071"
"118","0.09560741484165192","0.09560741484165192","0.09560741484165192","0.09397495537996292","0.09397495537996292","0.09397495537996292","0.09741433709859848","0.09741433709859848","0.09741433709859848"
"119","0.09012508392333984","0.09012508392333984","0.09012508392333984","0.09284907579421997","0.09284907579421997","0.09284907579421997","0.09222258627414703","0.09222258627414703","0.09222258627414703"
"120","0.08828969299793243","0.08828969299793243","0.08828969299793243","0.08778108656406403","0.08778108656406403","0.08778108656406403","0.0904105007648468","0.0904105007648468","0.0904105007648468"
"121","0.09050563722848892","0.09050563722848892","0.09050563722848892","0.08868730068206787","0.08868730068206787","0.08868730068206787","0.09234179556369781","0.09234179556369781","0.09234179556369781"
"122","0.090999074280262","0.090999074280262","0.090999074280262","0.08868836611509323","0.08868836611509323","0.08868836611509323","0.09342219680547714","0.09342219680547714","0.09342219680547714"
"123","0.08965602517127991","0.08965602517127991","0.08965602517127991","0.09020799398422241","0.09020799398422241","0.09020799398422241","0.09201614558696747","0.09201614558696747","0.09201614558696747"
"124","0.09239637851715088","0.09239637851715088","0.09239637851715088","0.09051056951284409","0.09051056951284409","0.09051056951284409","0.09387580305337906","0.09387580305337906","0.09387580305337906"
"125","0.08789979666471481","0.08789979666471481","0.08789979666471481","0.08999225497245789","0.08999225497245789","0.08999225497245789","0.08940792083740234","0.08940792083740234","0.08940792083740234"
"126","0.08756627887487411","0.08756627887487411","0.08756627887487411","0.08661073446273804","0.08661073446273804","0.08661073446273804","0.0890662744641304","0.0890662744641304","0.0890662744641304"
"127","0.09079814702272415","0.09079814702272415","0.09079814702272415","0.08725912123918533","0.08725912123918533","0.08725912123918533","0.09248939156532288","0.09248939156532288","0.09248939156532288"
"128","0.08764605224132538","0.08764605224132538","0.08764605224132538","0.08842694759368896","0.08842694759368896","0.08842694759368896","0.09000934660434723","0.09000934660434723","0.09000934660434723"
"129","0.09150634706020355","0.09150634706020355","0.09150634706020355","0.08847779780626297","0.08847779780626297","0.08847779780626297","0.09406441450119019","0.09406441450119019","0.09406441450119019"
"130","0.08708403259515762","0.08708403259515762","0.08708403259515762","0.0894632413983345","0.0894632413983345","0.0894632413983345","0.08924690634012222","0.08924690634012222","0.08924690634012222"
"131","0.08770725131034851","0.08770725131034851","0.08770725131034851","0.08666588366031647","0.08666588366031647","0.08666588366031647","0.08957643806934357","0.08957643806934357","0.08957643806934357"
"132","0.09001579880714417","0.09001579880714417","0.09001579880714417","0.08939257264137268","0.08939257264137268","0.08939257264137268","0.09159215539693832","0.09159215539693832","0.09159215539693832"
"133","0.08331915736198425","0.08331915736198425","0.08331915736198425","0.08546963334083557","0.08546963334083557","0.08546963334083557","0.08496542274951935","0.08496542274951935","0.08496542274951935"
"134","0.08668853342533112","0.08668853342533112","0.08668853342533112","0.08495978266000748","0.08495978266000748","0.08495978266000748","0.08928409963846207","0.08928409963846207","0.08928409963846207"
"135","0.08485071361064911","0.08485071361064911","0.08485071361064911","0.085377037525177","0.085377037525177","0.085377037525177","0.08697604387998581","0.08697604387998581","0.08697604387998581"
"136","0.08801838010549545","0.08801838010549545","0.08801838010549545","0.08674927800893784","0.08674927800893784","0.08674927800893784","0.09031924605369568","0.09031924605369568","0.09031924605369568"
"137","0.08188022673130035","0.08188022673130035","0.08188022673130035","0.0834280252456665","0.0834280252456665","0.0834280252456665","0.08339188992977142","0.08339188992977142","0.08339188992977142"
"138","0.08464226126670837","0.08464226126670837","0.08464226126670837","0.08355166018009186","0.08355166018009186","0.08355166018009186","0.08633077889680862","0.08633077889680862","0.08633077889680862"
"139","0.08657222241163254","0.08657222241163254","0.08657222241163254","0.08502237498760223","0.08502237498760223","0.08502237498760223","0.08852919191122055","0.08852919191122055","0.08852919191122055"
"140","0.08190914988517761","0.08190914988517761","0.08190914988517761","0.0827435627579689","0.0827435627579689","0.0827435627579689","0.08375629782676697","0.08375629782676697","0.08375629782676697"
"141","0.08301960676908493","0.08301960676908493","0.08301960676908493","0.08201427757740021","0.08201427757740021","0.08201427757740021","0.08515112102031708","0.08515112102031708","0.08515112102031708"
"142","0.08375876396894455","0.08375876396894455","0.08375876396894455","0.08378496021032333","0.08378496021032333","0.08378496021032333","0.08574516326189041","0.08574516326189041","0.08574516326189041"
"143","0.08256808668375015","0.08256808668375015","0.08256808668375015","0.08222215622663498","0.08222215622663498","0.08222215622663498","0.08351020514965057","0.08351020514965057","0.08351020514965057"
"144","0.08876869827508926","0.08876869827508926","0.08876869827508926","0.08512520045042038","0.08512520045042038","0.08512520045042038","0.09071388840675354","0.09071388840675354","0.09071388840675354"
"145","0.08260439336299896","0.08260439336299896","0.08260439336299896","0.08410830795764923","0.08410830795764923","0.08410830795764923","0.08441431820392609","0.08441431820392609","0.08441431820392609"
"146","0.07892218232154846","0.07892218232154846","0.07892218232154846","0.07956746965646744","0.07956746965646744","0.07956746965646744","0.08020918071269989","0.08020918071269989","0.08020918071269989"
"147","0.07969222962856293","0.07969222962856293","0.07969222962856293","0.07962983101606369","0.07962983101606369","0.07962983101606369","0.08096461743116379","0.08096461743116379","0.08096461743116379"
"148","0.09073019027709961","0.09073019027709961","0.09073019027709961","0.08256276696920395","0.08256276696920395","0.08256276696920395","0.09239021688699722","0.09239021688699722","0.09239021688699722"
"149","0.08050654828548431","0.08050654828548431","0.08050654828548431","0.08603497594594955","0.08603497594594955","0.08603497594594955","0.0818827897310257","0.0818827897310257","0.0818827897310257"
"150","0.08368618041276932","0.08368618041276932","0.08368618041276932","0.0820474773645401","0.0820474773645401","0.0820474773645401","0.08537940680980682","0.08537940680980682","0.08537940680980682"
"151","0.08273765444755554","0.08273765444755554","0.08273765444755554","0.08383670449256897","0.08383670449256897","0.08383670449256897","0.08483856916427612","0.08483856916427612","0.08483856916427612"
"152","0.07817703485488892","0.07817703485488892","0.07817703485488892","0.08169596642255783","0.08169596642255783","0.08169596642255783","0.07995518296957016","0.07995518296957016","0.07995518296957016"
"153","0.0829610526561737","0.0829610526561737","0.0829610526561737","0.08136115968227386","0.08136115968227386","0.08136115968227386","0.08393176645040512","0.08393176645040512","0.08393176645040512"
"154","0.08145178109407425","0.08145178109407425","0.08145178109407425","0.08230627328157425","0.08230627328157425","0.08230627328157425","0.08328482508659363","0.08328482508659363","0.08328482508659363"
"155","0.08208615332841873","0.08208615332841873","0.08208615332841873","0.08131876587867737","0.08131876587867737","0.08131876587867737","0.08405851572751999","0.08405851572751999","0.08405851572751999"
"156","0.09154167771339417","0.09154167771339417","0.09154167771339417","0.0854637399315834","0.0854637399315834","0.0854637399315834","0.09350369870662689","0.09350369870662689","0.09350369870662689"
"157","0.07837662845849991","0.07837662845849991","0.07837662845849991","0.08437131345272064","0.08437131345272064","0.08437131345272064","0.07915090769529343","0.07915090769529343","0.07915090769529343"
"158","0.08020704984664917","0.08020704984664917","0.08020704984664917","0.07878726720809937","0.07878726720809937","0.07878726720809937","0.08163876831531525","0.08163876831531525","0.08163876831531525"
"159","0.0818057730793953","0.0818057730793953","0.0818057730793953","0.078692726790905","0.078692726790905","0.078692726790905","0.0841476172208786","0.0841476172208786","0.0841476172208786"
"160","0.07586655020713806","0.07586655020713806","0.07586655020713806","0.08010406792163849","0.08010406792163849","0.08010406792163849","0.07757759094238281","0.07757759094238281","0.07757759094238281"
